site_id,year,month,region,co2_ppm,enso,temp_c,rainfall_mm,human_disturbance,ndvi,landcover,species_presence
194,2166,3,Savanna,420.24,0.936,16.14,-113.59,0.487,0.442,Grassland,0
24,2235,5,Tropical,435.44,0.426,15.05,105.35,0.352,0.449,Urban,0
85,2773,10,Tropical,566.13,-0.698,21.77,76.33,0.349,0.095,Forest,1
142,2111,11,Savanna,405.55,0.857,15.67,92.29,0.299,0.156,Grassland,0
112,2709,5,Mediterranean,551.23,-0.862,20.3,115.45,0.298,0.179,Forest,1
19,2134,12,Savanna,412.1,-0.035,17.68,69.14,0.496,0.046,Grassland,0
87,2440,8,Tropical,486.88,0.372,20.37,78.88,0.287,0.294,Forest,1
60,2171,9,Temperate,422.02,0.5,16.63,111.73,0.549,0.128,Forest,1
155,2829,8,Tropical,580.56,0.068,22.33,75.68,0.01,0.251,Urban,0
19,2184,12,Savanna,424.48,0.403,16.16,98.47,0.491,0.135,Grassland,0
38,2503,3,Tropical,498.73,-0.428,19.58,136.27,0.28,0.445,Urban,0
60,2021,9,Temperate,383.99,0.971,15.61,71.74,0.496,0.217,Forest,1
165,2780,6,Temperate,568.41,0.545,22.29,110.12,0.337,0.045,Grassland,0
93,2757,10,Boreal,561.62,-0.285,21.62,77.88,0.123,0.011,Forest,1
144,2312,1,Savanna,454.74,0.433,17.89,104.81,0.215,0.248,Grassland,0
26,2168,11,Boreal,420.82,-1.061,17.16,64.8,0.101,0.174,Forest,1
188,2582,5,Tropical,518.78,0.257,20.93,99.48,0.153,0.372,Forest,1
34,2352,11,Boreal,463.64,-0.471,16.66,80.47,0.424,-0.011,Grassland,0
117,2159,10,Boreal,418.98,-0.491,15.95,89.25,0.237,0.168,Forest,0
28,2152,5,Savanna,417.84,0.285,15.09,100.82,0.116,0.506,Grassland,0
33,2519,6,Tropical,505.06,-0.885,18.94,94.83,0.162,0.378,Forest,0
132,2777,9,Savanna,567.58,-0.241,22.89,76.33,0.189,-0.1,Grassland,0
83,2523,8,Mediterranean,504.12,-1.001,17.6,80.93,0.532,-0.098,Grassland,0
8,2350,9,Boreal,464.11,0.518,18.35,86.56,0.268,0.057,Forest,1
24,2018,9,Tropical,382.14,-0.886,13.71,79.48,0.429,0.473,Forest,1
115,2742,12,Mediterranean,558.84,-0.266,21.95,74.09,0.28,-0.051,Grassland,0
69,2539,2,Savanna,508.76,-0.863,20.28,110.55,0.316,0.177,Forest,1
13,2784,6,Temperate,568.89,-0.824,20.91,126.3,0.499,0.055,Forest,1
46,2070,7,Temperate,396.27,0.589,14.14,121.14,0.224,0.397,Urban,0
89,2357,6,Boreal,465.63,0.122,16.76,109.96,0.51,0.167,Forest,1
160,2463,5,Boreal,491.35,-0.888,18.8,98.26,0.21,0.202,Forest,0
151,2212,8,Tropical,432.13,-0.302,16.36,76.88,0.437,0.338,Forest,1
117,2009,10,Boreal,381.91,-0.267,13.23,71.72,0.139,0.208,Forest,1
37,2736,6,Mediterranean,556.07,1.153,21.08,88.65,0.048,0.246,Grassland,0
166,2497,3,Savanna,9999.0,0.687,19.31,136.38,0.293,0.378,Urban,0
195,2682,12,Boreal,544.21,-0.475,20.79,96.31,0.295,-0.1,Forest,1
59,2721,8,Temperate,553.72,1.083,22.38,78.13,0.257,0.021,Urban,0
89,2624,2,Boreal,530.9,-1.111,18.79,130.97,0.447,-0.049,Forest,1
5,2000,6,Temperate,378.9,0.535,14.07,92.94,0.28,0.477,Forest,1
142,2445,3,Savanna,486.76,0.376,18.56,113.61,0.177,0.387,Grassland,0
111,2759,4,Boreal,562.29,-0.651,21.34,124.65,0.284,0.105,Forest,1
124,2360,5,Tropical,466.31,0.086,17.85,96.0,0.127,0.527,Forest,0
63,2088,8,Temperate,401.64,-0.875,14.63,83.67,0.609,0.235,Forest,0
190,2215,11,Temperate,432.44,0.747,15.15,93.72,0.634,0.087,Urban,0
34,2702,11,Boreal,547.95,-0.373,19.66,80.28,0.264,-0.1,Forest,1
135,2311,4,Boreal,454.25,1.231,18.26,123.87,0.184,0.285,Forest,1
117,2293,2,Boreal,449.77,-1.058,16.21,122.87,0.183,0.316,Forest,1
186,2582,3,Mediterranean,519.29,0.386,19.99,131.23,0.492,0.207,Forest,1
167,2563,12,Boreal,515.25,-1.439,18.52,96.07,0.108,0.158,Grassland,0
22,2468,7,Savanna,492.25,-1.288,17.71,127.14,0.121,0.228,Forest,0
5,2133,10,Temperate,411.72,-1.018,15.54,77.11,0.295,0.214,Grassland,0
133,2144,6,Mediterranean,414.79,-0.654,15.71,104.63,0.421,0.268,Grassland,0
141,2778,6,Mediterranean,566.54,-0.726,21.07,80.14,0.168,0.14,Forest,1
12,2317,9,Mediterranean,458.35,-0.188,17.6,96.16,0.031,0.151,Grassland,1
24,2802,1,Tropical,572.39,0.543,22.92,112.76,0.423,0.179,Forest,0
161,2146,10,Tropical,414.78,1.149,17.04,91.26,0.166,0.406,Forest,1
1,2450,2,Mediterranean,487.56,0.328,18.9,128.83,0.221,0.226,Grassland,0
139,2228,4,Mediterranean,436.63,-0.888,15.71,75.36,0.452,0.338,Forest,1
72,2206,1,Mediterranean,427.78,1.235,18.2,93.59,0.216,0.266,Urban,0
138,2561,7,Temperate,514.24,1.112,21.23,-90.74,0.352,0.115,Urban,0
91,2574,4,Tropical,517.17,-0.887,18.75,113.23,0.248,0.394,Forest,1
143,2661,12,Savanna,538.97,0.662,20.79,109.83,0.146,0.065,Grassland,0
6,2350,7,Boreal,463.67,0.997,17.79,82.64,0.113,0.185,Forest,1
171,2530,12,Tropical,507.36,0.666,18.25,69.6,0.525,0.156,Forest,1
32,2019,5,Savanna,386.23,-0.769,14.44,122.63,0.0,0.592,Grassland,0
58,2688,3,Savanna,545.02,-0.499,20.04,106.7,0.237,0.27,Grassland,0
161,2630,2,Tropical,531.31,0.201,21.06,113.87,0.051,0.409,Forest,1
168,2514,1,Tropical,501.98,-0.544,18.63,145.21,0.218,0.419,Forest,0
196,2299,9,Boreal,452.2,-0.291,16.72,107.95,0.348,0.067,Forest,1
88,2524,1,Savanna,505.31,-0.782,19.86,127.23,0.115,0.262,Grassland,0
32,2386,1,Savanna,473.09,0.682,17.68,124.84,0.0,0.26,Grassland,0
125,2010,6,Savanna,9999.0,0.305,14.64,77.0,0.163,0.411,Grassland,0
41,2636,10,Tropical,534.36,0.752,20.11,89.4,0.241,0.258,Grassland,0
29,2519,2,Savanna,504.75,-0.8,20.71,154.21,0.353,0.3,Forest,0
96,2108,1,Mediterranean,405.8,-0.632,14.58,132.14,0.066,0.361,Grassland,0
176,2164,9,Boreal,419.08,-0.581,15.89,88.8,0.158,0.208,Forest,1
80,2790,1,Mediterranean,569.05,-0.255,22.29,107.07,0.257,-0.026,Grassland,0
181,2798,6,Boreal,572.18,-0.991,23.33,77.99,0.032,0.119,Forest,0
150,2479,3,Tropical,495.13,-1.124,17.07,130.0,0.244,0.377,Urban,0
152,2679,5,Tropical,541.97,-0.75,19.98,110.31,0.357,0.274,Urban,0
86,2257,3,Tropical,440.56,0.805,17.83,123.07,0.172,,Forest,1
76,2773,1,Tropical,565.21,-0.553,20.35,112.39,0.221,0.293,Forest,1
82,2573,7,Mediterranean,517.03,-1.017,19.98,95.96,0.288,0.126,Urban,0
105,2775,6,Mediterranean,566.72,0.218,21.24,108.59,0.344,0.017,Urban,0
73,2639,6,Temperate,534.07,-0.488,18.92,122.91,0.321,0.22,Forest,0
145,2278,10,Savanna,448.35,-1.142,16.69,87.8,0.324,-0.002,Forest,1
172,2681,1,Temperate,545.46,0.725,20.87,105.92,0.3,0.101,Forest,1
21,2785,2,Mediterranean,569.66,0.148,21.89,120.31,0.341,0.063,Urban,0
70,2489,3,Tropical,497.97,-0.708,19.06,133.48,0.337,0.397,Forest,0
106,2542,3,Boreal,510.66,0.267,19.36,94.39,0.474,0.029,Forest,0
197,2233,2,Tropical,435.5,-0.744,17.25,134.89,0.613,0.351,Urban,0
118,2076,7,Tropical,398.84,1.327,16.0,73.44,0.399,0.411,Forest,1
46,2137,3,Temperate,411.93,0.13,16.15,134.74,0.242,0.534,Forest,1
122,2426,11,Mediterranean,482.0,0.748,18.32,67.92,0.0,0.094,Urban,1
126,2427,3,Mediterranean,483.82,0.367,18.25,122.7,0.143,0.323,Grassland,0
21,2385,2,Mediterranean,473.65,0.429,18.05,123.89,0.39,0.243,Urban,0
9,2567,6,Mediterranean,516.82,0.045,20.28,114.4,0.164,0.23,Grassland,0
164,2030,5,Boreal,387.46,0.185,14.03,-117.91,0.348,0.339,Forest,1
125,2177,2,Savanna,421.71,0.668,16.92,107.26,0.229,0.467,Forest,0
150,2679,3,Tropical,543.81,-0.734,20.23,137.73,0.237,0.351,Urban,0
117,2726,6,Boreal,554.91,1.072,21.71,92.63,0.113,0.095,Forest,0
55,2004,8,Tropical,381.07,-0.621,14.45,88.72,0.48,0.481,Forest,1
38,2053,3,Tropical,393.13,-0.735,13.35,106.53,0.251,0.573,Forest,1
102,2025,3,Savanna,382.56,0.112,14.41,122.14,0.724,0.449,Forest,0
11,2484,4,Boreal,497.66,-0.924,18.51,123.01,0.171,0.196,Grassland,0
76,2106,5,Tropical,405.21,1.36,15.19,95.24,0.344,0.499,Forest,0
32,2369,5,Savanna,468.49,-0.862,18.13,111.74,0.009,0.545,Urban,0
44,2303,9,Temperate,451.92,-1.219,16.49,71.7,0.201,0.199,Forest,1
143,2345,4,Savanna,463.78,0.48,18.25,111.64,0.0,0.513,Grassland,1
78,2239,11,Savanna,437.7,-0.48,16.08,100.36,0.104,0.129,Grassland,1
93,2541,2,Boreal,509.77,0.637,19.97,98.5,0.1,0.215,Grassland,0
40,2436,9,Savanna,484.84,1.06,19.63,80.68,0.389,-0.048,Grassland,1
8,2784,1,Boreal,568.88,-0.912,20.74,102.07,0.401,-0.023,Forest,1
137,2578,2,Temperate,519.88,-0.727,17.17,116.13,0.199,0.25,Grassland,0
40,2603,5,Savanna,524.3,-0.884,20.58,122.03,0.221,0.307,Grassland,0
193,2216,2,Temperate,431.46,0.9,16.89,132.29,0.388,0.385,Forest,1
193,2199,6,Temperate,429.69,-0.756,15.73,104.48,0.277,0.378,Urban,0
123,2043,8,Boreal,390.42,-1.335,13.66,88.81,0.651,0.151,Forest,0
176,2531,5,Boreal,508.87,0.929,19.27,98.71,0.186,0.204,Forest,1
181,2581,10,Boreal,520.18,0.616,20.38,71.34,0.108,0.033,Forest,1
77,2556,6,Savanna,513.53,1.013,20.26,78.84,0.492,0.1,Grassland,0
100,2325,1,Savanna,457.77,0.061,17.21,155.33,0.301,0.26,Grassland,0
34,2802,11,Boreal,573.31,-0.386,21.81,85.31,0.326,-0.1,Forest,1
185,2465,6,Savanna,493.33,0.319,18.99,85.04,0.229,0.251,Forest,0
160,2780,1,Boreal,565.6,-0.054,22.19,114.67,0.178,0.037,Forest,0
156,2663,1,Savanna,540.2,-0.353,20.62,111.85,0.323,0.113,Forest,0
170,2630,11,Tropical,530.76,1.061,21.56,82.72,0.672,0.043,Forest,0
177,2564,10,Tropical,517.14,-0.221,19.09,53.61,0.412,0.142,Forest,1
71,2055,12,Mediterranean,394.11,0.749,14.99,103.04,0.191,0.271,Forest,1
188,2349,1,Tropical,462.67,-1.017,18.12,93.63,0.177,0.432,Forest,1
66,2055,7,Temperate,9999.0,0.585,14.27,83.09,0.255,0.375,Grassland,1
66,2272,3,Temperate,445.18,0.466,17.58,133.46,0.403,0.423,Urban,0
87,2157,4,Tropical,417.55,0.345,15.96,131.28,0.234,0.602,Forest,0
72,2706,1,Mediterranean,549.38,1.185,22.29,95.37,0.254,0.117,Urban,1
91,2757,8,Tropical,561.46,-0.249,20.34,68.85,0.239,0.159,Forest,0
87,2640,8,Tropical,534.34,0.835,20.76,88.02,0.281,0.226,Forest,0
31,2502,8,Savanna,500.82,0.026,18.7,73.37,0.326,-0.013,Grassland,0
90,2507,7,Boreal,501.77,-0.131,18.64,48.68,0.442,0.015,Forest,1
38,2519,11,Tropical,505.49,-0.353,18.12,87.18,0.234,0.244,Grassland,0
150,2612,7,Tropical,526.54,-0.29,17.33,102.09,0.153,0.384,Grassland,0
30,2652,7,Boreal,536.74,-0.16,19.89,81.8,0.148,0.132,Forest,1
160,2063,5,Boreal,394.6,-0.815,13.25,138.53,0.238,0.389,Forest,1
54,2521,3,Boreal,504.59,0.728,19.2,123.84,0.145,0.243,Grassland,0
106,2158,11,Boreal,417.15,-1.242,14.52,85.94,0.449,0.067,Grassland,0
18,2318,3,Tropical,455.2,-0.838,17.58,138.56,0.495,0.387,Forest,0
69,2522,6,Savanna,506.49,0.099,20.03,92.92,0.379,0.179,Urban,0
100,2358,5,Savanna,465.82,-1.021,15.97,132.74,0.312,0.393,Forest,0
169,2464,2,Savanna,492.23,-0.951,19.03,91.85,0.265,0.26,Grassland,0
141,2661,10,Mediterranean,538.82,0.803,20.72,93.44,0.093,-0.057,Urban,0
164,2347,1,Boreal,464.24,1.064,18.51,123.04,0.348,0.082,Forest,1
171,2497,8,Tropical,498.49,-0.294,19.59,86.96,0.547,0.18,Forest,0
179,2298,4,Tropical,454.23,-1.165,17.04,82.38,0.193,0.476,Forest,0
32,2236,1,Savanna,436.22,0.761,17.49,124.05,0.024,0.357,Grassland,0
49,2454,2,Savanna,488.39,-0.577,18.59,101.58,0.086,0.359,Grassland,0
72,2289,5,Mediterranean,449.24,-0.307,16.78,109.82,0.185,0.392,Forest,1
127,2527,4,Savanna,508.03,0.296,19.58,110.72,0.121,0.406,Forest,1
137,2011,6,Temperate,383.34,0.499,14.34,98.58,0.176,0.457,Forest,1
43,2586,12,Temperate,522.04,0.838,19.63,123.72,0.274,0.105,Urban,0
92,2407,9,Boreal,478.58,-0.194,17.24,61.5,0.047,0.108,Forest,1
180,2181,9,Tropical,422.39,1.076,15.14,40.69,0.115,0.408,Forest,1
130,2644,3,Boreal,534.69,-1.017,20.0,105.47,0.203,0.186,Grassland,0
177,2264,10,Tropical,442.58,-0.025,16.36,83.85,0.503,0.301,Forest,0
54,2404,7,Boreal,478.2,-0.381,17.54,89.24,0.119,0.218,Forest,0
37,2386,6,Mediterranean,472.18,1.139,17.41,116.65,0.167,0.382,Forest,1
115,2426,4,Mediterranean,480.73,0.918,19.69,99.71,0.177,0.389,Forest,0
48,2637,5,Temperate,532.87,0.301,19.35,113.15,0.139,0.273,Grassland,0
61,2355,2,Savanna,465.04,0.039,18.85,128.13,0.356,0.304,Grassland,1
131,2110,12,Mediterranean,405.86,0.997,14.96,111.5,0.24,0.195,Grassland,0
2,2583,7,Boreal,519.66,-0.566,19.47,78.89,0.164,0.101,Forest,1
141,2578,6,Mediterranean,518.29,-1.046,18.78,107.4,0.204,0.291,Forest,0
17,2668,2,Mediterranean,540.49,-0.588,18.28,121.92,0.359,0.124,Urban,0
41,2520,2,Tropical,505.78,0.047,18.3,140.95,0.282,0.427,Grassland,0
187,2832,4,Tropical,579.54,0.539,21.8,103.25,0.195,0.338,Forest,1
81,2573,6,Tropical,516.91,-0.682,19.05,109.63,0.195,0.426,Forest,1
130,2377,7,Boreal,470.05,-0.009,18.59,87.18,0.22,0.151,Urban,0
73,2389,6,Temperate,475.84,-0.6,17.16,87.68,0.329,,Forest,0
196,2583,1,Boreal,520.58,-0.661,20.07,129.96,0.286,0.068,Grassland,0
52,2104,5,Savanna,405.46,-0.668,15.49,129.58,0.342,0.521,Forest,1
174,2281,3,Savanna,446.44,0.789,16.2,99.28,0.349,0.402,Grassland,0
14,2234,7,Savanna,435.72,-0.942,16.06,85.32,0.265,0.295,Grassland,0
119,2393,4,Temperate,473.59,-0.618,18.4,135.69,0.074,0.415,Urban,0
144,2545,5,Savanna,511.57,0.322,19.62,115.29,0.164,0.348,Grassland,0
58,2404,11,Savanna,476.92,-0.231,17.95,101.3,0.094,0.082,Grassland,0
101,2658,6,Tropical,537.7,-1.205,20.85,92.42,0.423,0.249,Grassland,1
180,2715,1,Tropical,553.16,-0.003,21.19,124.95,0.019,0.384,Forest,1
27,2702,4,Temperate,549.79,0.449,21.51,128.98,0.275,0.217,Forest,1
77,2089,10,Savanna,403.1,-0.419,14.99,57.03,0.42,-0.009,Grassland,0
163,2363,8,Tropical,466.98,-1.024,17.39,96.63,0.061,,Urban,0
170,2064,3,Tropical,395.44,-0.464,13.92,110.08,0.718,0.472,Urban,0
65,2738,10,Savanna,559.37,-1.047,19.35,101.82,0.595,-0.1,Urban,0
49,2020,10,Savanna,385.2,0.854,14.65,105.35,0.035,0.19,Grassland,0
39,2603,4,Temperate,525.59,-0.925,19.37,89.68,0.14,0.328,Forest,1
19,2284,12,Savanna,449.23,-0.244,16.11,82.17,0.453,-0.013,Grassland,0
176,2414,9,Boreal,479.46,-0.509,19.96,91.02,0.214,0.047,Grassland,0
144,2378,9,Savanna,471.19,-0.682,17.72,86.59,0.192,0.08,Forest,1
165,2463,10,Temperate,491.41,-1.055,19.04,97.04,0.367,0.033,Urban,0
139,2661,8,Mediterranean,539.7,0.824,21.26,88.04,0.491,-0.1,Grassland,0
116,2059,9,Temperate,393.51,0.15,12.7,78.63,0.255,0.311,Urban,0
52,2804,5,Savanna,572.97,-0.973,21.19,129.64,0.166,0.21,Grassland,0
48,2170,9,Temperate,421.26,0.688,16.19,108.85,0.165,0.239,Urban,0
197,2499,10,Tropical,501.52,-0.445,18.83,92.46,0.557,0.118,Forest,0
0,2550,1,Savanna,510.72,0.433,20.63,132.9,0.278,0.137,Grassland,1
45,2603,10,Tropical,526.16,-0.998,19.83,81.38,0.105,0.299,Forest,1
178,2348,3,Mediterranean,462.42,-0.52,17.62,112.23,0.533,0.216,Forest,1
9,2400,10,Mediterranean,474.08,0.577,18.48,101.98,0.253,-0.029,Forest,1
82,2790,3,Mediterranean,570.37,0.349,21.83,110.57,0.297,0.139,Urban,0
140,2595,1,Tropical,522.09,-0.316,20.79,111.49,0.338,0.285,Forest,0
190,2599,3,Temperate,524.45,-0.883,19.67,131.92,0.52,0.186,Grassland,1
60,2121,9,Temperate,410.25,0.805,16.91,79.13,0.594,0.159,Forest,0
189,2499,2,Boreal,500.78,-1.303,18.65,129.84,0.178,0.16,Grassland,0
0,2166,9,Savanna,419.53,1.21,16.57,82.86,0.224,0.115,Forest,0
175,2681,4,Temperate,544.24,1.079,23.37,112.13,0.237,0.22,Grassland,0
4,2033,9,Mediterranean,388.88,-0.53,15.0,98.53,0.182,0.201,Grassland,0
184,2032,1,Temperate,387.33,0.465,14.32,107.58,0.304,0.327,Grassland,0
48,2787,5,Temperate,567.98,0.111,22.53,117.26,0.242,0.226,Forest,1
87,2790,8,Tropical,568.19,0.518,22.17,102.12,0.266,0.207,Forest,0
33,2136,2,Tropical,413.46,0.902,15.86,120.08,0.249,0.593,Urban,0
53,2821,2,Mediterranean,577.11,0.825,23.41,143.46,0.219,0.196,Grassland,0
184,2398,9,Temperate,474.7,-1.181,17.37,68.49,0.333,0.078,Forest,1
56,2788,1,Savanna,568.15,-0.407,21.67,117.24,0.243,0.048,Grassland,0
170,2580,11,Tropical,519.19,0.549,18.99,106.4,0.741,0.04,Forest,1
125,2327,2,Savanna,457.81,0.368,17.33,113.69,0.195,0.36,Forest,1
158,2346,7,Tropical,462.91,0.772,19.7,80.8,0.321,0.308,Forest,0
49,2620,10,Savanna,527.45,0.81,19.83,101.14,0.134,-0.077,Grassland,0
15,2701,4,Temperate,548.72,1.332,21.31,129.33,0.301,0.289,Forest,1
193,2182,10,Temperate,9999.0,-0.392,16.15,56.9,0.242,0.193,Forest,1
15,2084,8,Temperate,400.44,-0.251,15.3,86.47,0.34,0.262,Forest,0
124,2427,1,Tropical,481.84,0.5,17.34,117.73,0.171,0.414,Urban,0
18,2618,3,Tropical,526.72,-0.613,19.98,122.12,0.542,0.213,Urban,0
9,2617,6,Mediterranean,528.03,0.205,19.81,128.51,0.042,0.346,Urban,0
189,2749,2,Boreal,557.77,-1.033,20.25,114.99,0.296,0.089,Forest,1
71,2239,4,Mediterranean,436.95,-0.582,14.88,107.99,0.168,0.422,Grassland,0
9,2000,10,Mediterranean,379.5,0.446,13.4,65.78,0.216,0.135,Forest,0
38,2153,3,Tropical,416.84,-0.782,14.79,118.11,0.197,0.564,Forest,1
4,2400,5,Mediterranean,477.47,0.453,18.33,114.78,0.129,0.386,Urban,0
55,2021,4,Tropical,385.31,0.835,14.18,102.78,0.462,0.637,Forest,1
26,2585,7,Boreal,519.92,0.975,20.5,78.19,0.061,0.103,Grassland,0
113,2476,2,Boreal,495.01,0.997,17.93,119.79,0.09,0.284,Forest,1
124,2277,1,Tropical,446.64,0.802,15.79,98.75,0.15,0.483,Forest,1
114,2642,11,Tropical,534.26,-0.434,19.97,85.02,0.086,0.337,Forest,1
181,2131,10,Boreal,412.13,1.154,15.16,67.53,0.161,0.103,Grassland,0
124,2077,1,Tropical,398.51,0.521,16.31,90.14,0.184,0.492,Urban,0
179,2231,8,Tropical,435.18,1.199,17.77,85.78,0.19,0.398,Forest,1
91,2657,8,Tropical,539.73,-0.227,20.1,113.56,0.092,0.342,Forest,1
132,2511,1,Savanna,502.72,0.591,19.82,104.55,0.13,0.186,Grassland,1
120,2443,5,Temperate,485.9,-0.837,16.96,120.38,0.303,,Grassland,1
112,2609,5,Mediterranean,526.04,-0.693,21.91,92.05,0.262,0.204,Grassland,0
102,2591,11,Savanna,523.29,1.061,19.97,71.69,0.538,-0.1,Grassland,0
42,2503,7,Savanna,502.92,-0.947,18.79,96.65,0.339,0.084,Forest,1
175,2314,8,Temperate,455.25,-0.494,15.93,98.24,0.191,0.246,Forest,1
35,2402,12,Mediterranean,477.72,-0.539,16.11,83.3,0.613,-0.051,Urban,0
164,2413,9,Boreal,480.69,-0.85,19.04,74.58,0.392,-0.023,Forest,1
139,2044,12,Mediterranean,391.91,-0.186,14.95,75.42,0.459,0.145,Forest,0
83,2623,8,Mediterranean,529.08,-1.378,20.54,75.65,0.381,-0.1,Urban,0
145,2228,10,Savanna,433.77,-0.954,15.82,90.29,0.219,0.078,Forest,0
119,2309,12,Temperate,455.73,0.096,16.31,64.94,0.103,0.262,Forest,1
19,2568,4,Savanna,516.37,-0.572,20.27,130.81,0.472,0.244,Forest,1
137,2778,2,Temperate,565.12,-0.47,21.8,105.95,0.21,0.198,Grassland,0
68,2372,5,Savanna,468.38,0.341,18.7,108.64,0.218,0.417,Forest,1
67,2055,8,Temperate,394.35,0.485,15.09,81.25,0.252,0.286,Grassland,0
175,2631,4,Temperate,531.54,0.948,19.97,135.56,0.213,0.361,Forest,1
149,2712,6,Savanna,551.48,0.147,20.34,93.07,0.284,0.154,Grassland,0
63,2421,12,Temperate,480.78,1.045,20.05,120.35,0.659,0.023,Grassland,0
153,2112,10,Tropical,407.02,-0.328,13.41,94.6,0.038,0.45,Forest,1
114,2592,11,Tropical,525.84,-0.271,19.98,79.84,0.148,0.331,Grassland,0
173,2814,6,Savanna,575.67,-0.704,22.78,111.65,0.068,0.232,Grassland,0
62,2721,11,Mediterranean,552.7,0.542,19.84,94.61,0.184,-0.1,Urban,0
103,2225,4,Temperate,433.86,0.132,15.89,87.1,0.423,0.382,Grassland,0
130,2277,7,Boreal,448.38,0.03,16.99,101.79,0.195,0.251,Forest,1
53,2671,2,Mediterranean,540.12,0.996,22.42,108.46,0.156,0.188,Forest,0
184,2298,9,Temperate,452.51,-1.033,16.97,86.15,0.292,0.172,Urban,0
41,2786,10,Tropical,568.78,0.91,23.93,92.15,0.235,0.17,Forest,0
45,2470,6,Tropical,493.93,0.506,17.79,116.91,0.197,0.501,Urban,1
176,2281,5,Boreal,445.77,1.013,15.24,74.73,0.282,0.243,Forest,1
56,2104,9,Savanna,406.49,-0.692,15.88,84.22,0.195,0.163,Forest,1
190,2515,11,Temperate,504.75,1.026,20.13,102.1,0.521,-0.082,Forest,0
148,2445,9,Temperate,487.75,0.616,18.83,64.96,0.713,-0.1,Urban,0
175,2347,12,Temperate,463.01,-0.362,18.13,101.23,0.221,0.202,Forest,1
110,2409,3,Tropical,477.77,-0.87,18.29,118.89,0.45,0.43,Forest,0
52,2154,5,Savanna,417.39,-0.722,14.37,115.57,0.36,0.472,Grassland,0
116,2526,5,Temperate,505.92,1.139,18.81,92.16,0.285,0.272,Forest,0
54,2821,3,Boreal,577.45,0.884,22.19,124.78,0.201,0.114,Forest,1
105,2175,6,Mediterranean,422.76,0.688,16.81,105.65,0.427,0.261,Grassland,0
133,2011,2,Mediterranean,382.89,0.819,14.74,118.11,0.418,0.357,Forest,1
29,2419,2,Savanna,479.73,-0.726,17.68,118.72,0.297,0.225,Grassland,0
128,2077,5,Mediterranean,398.15,-0.015,13.87,95.75,0.187,0.416,Forest,1
23,2068,8,Tropical,397.63,-1.14,15.23,83.79,0.222,0.474,Forest,1
176,2631,5,Boreal,532.34,0.715,20.67,118.3,0.206,0.155,Forest,1
131,2127,8,Mediterranean,411.55,-0.195,15.93,96.31,0.205,0.197,Grassland,0
14,2101,3,Savanna,403.87,1.026,15.69,148.12,0.18,0.549,Grassland,0
104,2042,1,Tropical,389.45,0.583,13.57,90.24,0.433,0.498,Forest,0
130,2544,3,Boreal,510.37,-0.973,18.76,135.81,0.246,0.201,Forest,1
72,2256,1,Mediterranean,441.99,0.848,16.98,106.54,0.247,0.257,Urban,0
86,2757,3,Tropical,561.71,0.072,21.59,121.74,0.224,0.358,Urban,1
47,2720,8,Mediterranean,552.11,0.308,20.84,88.08,0.278,-0.051,Forest,1
19,2551,8,Savanna,512.93,1.047,21.35,66.75,0.445,-0.064,Grassland,0
73,2772,10,Temperate,567.55,-0.432,22.37,74.4,0.372,-0.1,Grassland,0
109,2309,2,Boreal,451.88,-0.8,15.45,129.01,0.404,0.128,Forest,1
49,2404,2,Savanna,475.98,-0.724,18.12,114.35,0.119,0.397,Grassland,0
148,2395,9,Temperate,475.67,0.816,18.45,109.34,0.708,-0.011,Forest,0
68,2355,9,Savanna,465.4,0.604,17.06,93.97,0.207,0.024,Grassland,1
78,2823,3,Savanna,578.43,-0.737,21.74,113.38,0.047,0.281,Grassland,0
105,2742,2,Mediterranean,558.21,0.311,22.58,98.95,0.4,0.039,Forest,0
186,2348,11,Mediterranean,462.86,-0.892,15.05,70.88,0.343,-0.03,Urban,0
101,2441,10,Tropical,485.22,0.583,18.91,97.8,0.481,,Urban,0
123,2243,8,Boreal,437.52,-0.773,14.24,89.05,0.565,0.091,Forest,0
188,2549,1,Tropical,511.09,-1.246,17.47,95.32,0.159,0.374,Forest,1
10,2150,11,Savanna,416.22,1.1,16.78,91.34,0.277,0.118,Grassland,0
86,2290,7,Tropical,450.75,0.507,18.14,85.99,0.185,0.421,Forest,1
19,2618,4,Savanna,527.81,-0.861,19.55,110.75,0.569,0.15,Urban,0
141,2261,10,Mediterranean,444.01,0.721,16.25,70.67,0.134,0.095,Forest,1
147,2778,12,Boreal,566.45,-1.033,20.88,109.67,0.273,-0.009,Forest,0
124,2110,5,Tropical,406.71,0.657,15.69,101.79,0.207,0.532,Grassland,0
112,2359,5,Mediterranean,468.75,-0.985,17.28,104.94,0.222,0.324,Urban,0
94,2624,7,Tropical,529.81,-0.446,19.22,107.42,0.19,0.286,Forest,1
102,2725,3,Savanna,552.9,0.529,21.0,114.4,0.539,0.064,Grassland,0
91,2724,4,Tropical,554.29,-0.973,20.58,116.34,0.191,0.374,Forest,1
103,2791,12,Temperate,570.54,0.725,21.97,86.2,0.367,-0.1,Forest,1
141,2461,10,Mediterranean,490.94,0.621,19.49,70.22,0.161,0.005,Forest,0
172,2514,5,Temperate,502.54,-0.492,17.98,96.22,0.235,0.304,Urban,1
140,2128,5,Tropical,413.34,-0.964,14.96,110.94,0.304,0.53,Forest,1
9,2784,2,Mediterranean,569.03,-0.917,19.79,88.79,0.152,0.12,Forest,1
