time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,CO2_Reduction_Percent,Deforestation_Percent,Renewable_Energy_Percent,Urban_Heat_Control_Percent,Water_Conservation_Percent,Irrigation_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario
3920,2226,9,Tropics,365.68,0.828,1.0,4.509,1.121,209.52,82.63,0.0,0.0,0.0,0.0,0.0,0.0,1.121,365.68,209.52
2757,2129,10,Inland,344.46,0.003,0.0,3.43,0.819,81.11,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.819,344.46,81.11
6124,2410,5,Temperate,403.48,0.344,0.0,4.259,0.968,103.26,67.58,0.0,0.0,0.0,0.0,0.0,0.0,0.968,403.48,103.26
6397,2433,2,Temperate,409.79,-0.615,0.0,3.621,0.218,97.65,67.73,0.0,0.0,0.0,0.0,0.0,0.0,0.218,409.79,97.65
1885,2057,2,Tropics,330.07,0.28,0.3,3.548,1.064,172.89,82.92,0.0,0.0,0.0,0.0,0.0,0.0,1.064,330.07,172.89
9823,2718,8,Tropics,470.87,-1.1,0.0,3.776,1.867,173.46,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.867,470.87,173.46
5738,2378,3,Inland,398.73,-0.667,0.0,3.409,-0.201,85.42,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.201,398.73,85.42
8667,2622,4,Inland,451.67,0.513,0.0,5.168,0.689,76.56,58.38,0.0,0.0,0.0,0.0,0.0,0.0,0.689,451.67,76.56
5890,2390,11,Inland,399.98,0.493,0.0,4.399,0.978,106.83,64.51,0.0,0.0,0.0,0.0,0.0,0.0,0.978,399.98,106.83
2097,2074,10,Tropics,9999.0,-0.292,0.0,3.156,0.715,232.74,90.43,0.0,0.0,0.0,0.0,0.0,0.0,0.715,9999.0,232.74
9289,2674,2,Tropics,459.92,-0.712,0.0,3.942,1.896,187.97,87.72,0.0,0.0,0.0,0.0,0.0,0.0,1.896,459.92,187.97
5692,2374,5,Inland,400.45,-0.75,0.0,3.411,-0.144,62.95,53.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.144,400.45,62.95
499,1941,8,Tropics,301.75,0.995,0.0,3.639,0.77,183.06,89.22,0.0,0.0,0.0,0.0,0.0,0.0,0.77,301.75,183.06
5624,2368,9,Coastal,396.43,-1.122,0.0,2.941,1.652,143.41,90.14,0.0,0.0,0.0,0.0,0.0,0.0,1.652,396.43,143.41
836,1969,9,Temperate,309.77,-0.378,0.0,2.999,0.281,119.44,69.71,0.0,0.0,0.0,0.0,0.0,0.0,0.281,309.77,119.44
3471,2189,4,Coastal,360.47,-0.613,0.0,3.13,0.239,126.49,89.15,0.0,0.0,0.0,0.0,0.0,0.0,0.239,360.47,126.49
4697,2291,6,Temperate,380.16,0.792,0.0,4.356,-0.104,86.14,72.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.104,380.16,86.14
6280,2423,5,Temperate,410.16,-1.227,0.0,3.387,-1.096,74.61,69.36,0.0,0.0,0.0,0.0,0.0,0.0,-1.096,410.16,74.61
8883,2640,4,Coastal,456.18,0.443,0.0,4.818,2.337,95.01,82.25,0.0,0.0,0.0,0.0,0.0,0.0,2.337,456.18,95.01
2171,2080,12,Tropics,334.31,1.148,0.0,4.187,1.801,222.32,84.04,0.0,0.0,0.0,0.0,0.0,0.0,1.801,334.31,222.32
9231,2669,4,Coastal,459.38,-0.996,0.0,3.796,1.473,101.64,82.98,0.0,0.0,0.0,0.0,0.0,0.0,1.473,459.38,101.64
5678,2373,3,Tropics,397.46,-0.751,0.0,3.528,1.321,154.77,76.76,0.0,0.0,0.0,0.0,0.0,0.0,1.321,397.46,154.77
9184,2665,5,Inland,457.41,0.56,0.0,5.192,-0.091,78.81,60.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.091,457.41,78.81
398,1933,3,Coastal,299.9,-0.732,0.0,2.603,-0.98,105.76,84.68,0.0,0.0,0.0,0.0,0.0,0.0,-0.98,299.9,105.76
2010,2067,7,Inland,331.0,0.216,0.0,3.58,1.041,89.19,59.48,0.0,0.0,0.0,0.0,0.0,0.0,1.041,331.0,89.19
5166,2330,7,Temperate,388.63,0.728,0.0,4.519,1.644,104.27,64.26,0.0,0.0,0.0,0.0,0.0,0.0,1.644,388.63,104.27
5871,2389,4,Coastal,401.17,-0.761,0.0,3.568,1.265,118.24,86.27,0.0,0.0,0.0,0.0,0.0,0.0,1.265,401.17,118.24
9792,2716,1,Tropics,471.19,1.138,0.0,5.784,2.527,179.1,83.83,0.0,0.0,0.0,0.0,0.0,0.0,2.527,471.19,179.1
1283,2006,12,Temperate,316.47,0.672,0.0,3.958,0.399,128.88,69.33,0.0,0.0,0.0,0.0,0.0,0.0,0.399,316.47,128.88
8390,2599,3,Coastal,446.94,-0.726,0.0,4.126,1.616,104.99,86.99,0.0,0.0,0.0,0.0,0.0,0.0,1.616,446.94,104.99
2448,2104,1,Polar,337.68,-1.139,0.0,2.605,-1.354,44.08,64.76,0.0,0.0,0.0,0.0,0.0,0.0,-1.354,337.68,44.08
4256,2254,9,Coastal,372.09,-0.014,0.0,3.656,0.842,162.41,84.58,0.0,0.0,0.0,0.0,0.0,0.0,0.842,372.09,162.41
1836,2053,1,Tropics,326.1,-0.805,0.0,2.632,0.66,220.81,84.52,0.0,0.0,0.0,0.0,0.0,0.0,0.66,326.1,220.81
9596,2699,9,Inland,469.06,-0.249,0.0,4.223,2.188,108.35,59.08,0.0,0.0,0.0,0.0,0.0,0.0,2.188,469.06,108.35
1019,1984,12,Coastal,313.23,-0.182,0.0,3.096,-0.485,160.66,92.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.485,313.23,160.66
5066,2322,3,Inland,386.37,0.094,0.0,3.774,-0.946,57.77,63.35,0.0,0.0,0.0,0.0,0.0,0.0,-0.946,386.37,57.77
1326,2010,7,Polar,317.76,0.909,0.0,3.795,-0.882,44.61,57.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.882,317.76,44.61
8752,2629,5,Temperate,452.09,-0.366,0.0,4.251,0.347,105.48,67.83,0.0,0.0,0.0,0.0,0.0,0.0,0.347,452.09,105.48
475,1939,8,Inland,303.87,-0.95,0.0,1.996,1.491,71.53,58.56,0.0,0.0,0.0,0.0,0.0,0.0,1.491,303.87,71.53
2810,2134,3,Polar,345.78,-1.075,0.0,2.985,-2.192,43.08,57.65,0.0,0.0,0.0,0.0,0.0,0.0,-2.192,345.78,43.08
8632,2619,5,Inland,450.68,-0.635,0.0,4.106,0.268,66.73,62.15,0.0,0.0,0.0,0.0,0.0,0.0,0.268,450.68,66.73
1651,2037,8,Polar,322.79,-0.197,0.0,3.223,-2.166,55.12,64.43,0.0,0.0,0.0,0.0,0.0,0.0,-2.166,322.79,55.12
9611,2700,12,Inland,467.34,1.39,0.0,5.979,3.562,107.95,60.78,0.0,0.0,0.0,0.0,0.0,0.0,3.562,467.34,107.95
1169,1997,6,Inland,313.76,0.32,0.0,3.49,-0.751,70.83,57.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.751,313.76,70.83
2528,2110,9,Coastal,338.43,0.767,0.0,4.038,1.257,132.47,84.12,0.0,0.0,0.0,0.0,0.0,0.0,1.257,338.43,132.47
1206,2000,7,Coastal,316.57,1.071,0.0,3.641,-0.096,-103.83,160.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.096,316.57,-103.83
6256,2421,5,Polar,407.71,1.035,0.0,4.85,-1.182,30.8,66.62,0.0,0.0,0.0,0.0,0.0,0.0,-1.182,407.71,30.8
7926,2560,7,Coastal,439.92,0.267,0.0,4.506,1.817,101.31,84.51,0.0,0.0,0.0,0.0,0.0,0.0,1.817,439.92,101.31
5469,2355,10,Temperate,392.75,0.98,0.0,4.944,2.975,131.54,68.78,0.0,0.0,0.0,0.0,0.0,0.0,2.975,392.75,131.54
9383,2681,12,Inland,464.54,0.269,0.0,5.073,4.32,102.62,60.23,0.0,0.0,0.0,0.0,0.0,0.0,4.32,464.54,102.62
431,1935,12,Tropics,303.61,1.289,0.0,4.06,0.725,205.38,85.84,0.0,0.0,0.0,0.0,0.0,0.0,0.725,303.61,205.38
7700,2541,9,Coastal,432.02,0.709,0.0,4.934,2.403,154.39,85.55,0.0,0.0,0.0,0.0,0.0,0.0,2.403,432.02,154.39
867,1972,4,Inland,308.24,0.534,0.0,3.379,-1.019,65.55,61.66,0.0,0.0,0.0,0.0,0.0,0.0,-1.019,308.24,65.55
2974,2147,11,Polar,347.01,-0.13,0.0,3.515,-0.565,64.31,57.79,0.0,0.0,0.0,0.0,0.0,0.0,-0.565,347.01,64.31
5236,2336,5,Tropics,389.27,1.199,0.0,4.905,1.726,126.76,77.64,0.0,0.0,0.0,0.0,0.0,0.0,1.726,389.27,126.76
5093,2324,6,Temperate,386.39,-1.005,0.0,3.082,0.447,86.93,62.66,0.0,0.0,0.0,0.0,0.0,0.0,0.447,386.39,86.93
5433,2352,10,Inland,396.29,-0.398,0.0,3.709,2.506,91.89,59.23,0.0,0.0,0.0,0.0,0.0,0.0,2.506,396.29,91.89
541,1945,2,Temperate,303.75,0.034,0.0,3.132,-0.689,106.38,71.89,0.0,0.0,0.0,0.0,0.0,0.0,-0.689,303.75,106.38
5195,2332,12,Temperate,389.46,-0.69,0.0,3.089,1.008,122.51,70.57,0.0,0.0,0.0,0.0,0.0,0.0,1.008,389.46,122.51
1132,1994,5,Inland,315.68,-1.104,0.0,2.237,-2.725,73.23,65.26,0.0,0.0,0.0,0.0,0.0,0.0,-2.725,315.68,73.23
9837,2719,10,Polar,473.96,-0.204,0.0,4.676,2.275,46.83,56.25,0.0,0.0,0.0,0.0,0.0,0.0,2.275,473.96,46.83
4501,2275,2,Inland,375.34,0.238,0.0,3.818,1.049,87.17,59.53,0.0,0.0,0.0,0.0,0.0,0.0,1.049,375.34,87.17
6354,2429,7,Tropics,407.82,-0.659,0.0,3.993,1.931,168.66,84.69,0.0,0.0,0.0,0.0,0.0,0.0,1.931,407.82,168.66
9333,2677,10,Polar,461.94,-0.041,0.0,4.592,2.31,69.42,68.78,0.0,0.0,0.0,0.0,0.0,0.0,2.31,461.94,69.42
3390,2182,7,Temperate,354.34,0.398,0.0,4.062,0.347,86.81,69.31,0.0,0.0,0.0,0.0,0.0,0.0,0.347,354.34,86.81
3888,2224,1,Temperate,365.12,-0.931,0.0,3.026,1.347,117.12,65.44,0.0,0.0,0.0,0.0,0.0,0.0,1.347,365.12,117.12
2962,2146,11,Tropics,346.37,0.821,0.0,3.934,1.188,217.07,85.9,0.0,0.0,0.0,0.0,0.0,0.0,1.188,346.37,217.07
4155,2246,4,Tropics,371.61,1.043,0.0,4.642,1.44,130.84,75.67,0.0,0.0,0.0,0.0,0.0,0.0,1.44,371.61,130.84
3259,2171,8,Polar,354.1,1.107,0.0,4.488,-0.28,56.02,56.56,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,354.1,56.02
6302,2425,3,Tropics,409.65,0.385,0.0,4.436,1.778,158.84,84.76,0.0,0.0,0.0,0.0,0.0,0.0,1.778,409.65,158.84
6034,2402,11,Coastal,403.6,-0.379,0.0,3.838,1.992,176.56,89.01,0.0,0.0,0.0,0.0,0.0,0.0,1.992,403.6,176.56
7918,2559,11,Temperate,9999.0,-0.159,0.0,4.288,2.805,122.03,70.72,0.0,0.0,0.0,0.0,0.0,0.0,2.805,9999.0,122.03
9936,2728,1,Polar,473.06,-0.451,0.0,4.467,3.778,52.01,61.44,0.0,0.0,0.0,0.0,0.0,0.0,3.778,473.06,52.01
2583,2115,4,Temperate,341.05,0.283,0.0,3.857,-0.715,98.97,71.39,0.0,0.0,0.0,0.0,0.0,0.0,-0.715,341.05,98.97
2813,2134,6,Tropics,346.17,-1.003,0.0,3.13,0.122,155.32,82.87,0.0,0.0,0.0,0.0,0.0,0.0,0.122,346.17,155.32
3959,2229,12,Inland,366.68,0.088,0.0,3.342,1.931,91.26,61.44,0.0,0.0,0.0,0.0,0.0,0.0,1.931,366.68,91.26
2947,2145,8,Tropics,348.34,0.459,0.0,3.993,1.32,186.34,81.26,0.0,0.0,0.0,0.0,0.0,0.0,1.32,348.34,186.34
6643,2453,8,Inland,414.67,-1.143,0.0,3.483,3.004,88.95,54.08,0.0,0.0,0.0,0.0,0.0,0.0,3.004,414.67,88.95
5174,2331,3,Tropics,389.1,1.312,0.0,5.051,1.476,128.58,79.24,0.0,0.0,0.0,0.0,0.0,0.0,1.476,389.1,128.58
6841,2470,2,Polar,418.32,0.192,0.0,4.421,-0.798,31.58,64.81,0.0,0.0,0.0,0.0,0.0,0.0,-0.798,418.32,31.58
8298,2591,7,Tropics,445.98,1.16,0.0,5.606,2.348,144.72,78.95,0.0,0.0,0.0,0.0,0.0,0.0,2.348,445.98,144.72
3586,2198,11,Inland,358.45,-0.816,0.0,3.142,1.634,103.06,62.79,0.0,0.0,0.0,0.0,0.0,0.0,1.634,358.45,103.06
9228,2669,1,Inland,459.92,-0.851,0.0,3.909,0.745,98.77,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.745,459.92,98.77
7988,2565,9,Inland,441.19,0.746,0.0,4.807,2.125,106.03,61.01,0.0,0.0,0.0,0.0,0.0,0.0,2.125,441.19,106.03
2563,2113,8,Inland,341.92,-1.179,0.0,2.444,1.423,85.25,57.51,0.0,0.0,0.0,0.0,0.0,0.0,1.423,341.92,85.25
2630,2119,3,Temperate,343.56,-1.291,0.0,2.4,-0.206,100.02,69.95,0.0,0.0,0.0,0.0,0.0,0.0,-0.206,343.56,100.02
3190,2165,11,Inland,352.14,1.289,0.0,4.485,2.114,109.89,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114,352.14,109.89
7778,2548,3,Polar,434.57,-0.226,0.0,4.236,-1.992,58.98,68.71,0.0,0.0,0.0,0.0,0.0,0.0,-1.992,434.57,58.98
7645,2537,2,Inland,433.08,0.665,0.0,4.79,1.315,104.57,59.56,0.0,0.0,0.0,0.0,0.0,0.0,1.315,433.08,104.57
5036,2319,9,Polar,386.71,-0.245,0.0,3.6,0.985,51.91,67.14,0.0,0.0,0.0,0.0,0.0,0.0,0.985,386.71,51.91
1080,1990,1,Tropics,314.0,0.377,0.0,3.662,0.503,-207.51,156.6,0.0,0.0,0.0,0.0,0.0,0.0,0.503,314.0,-207.51
4283,2256,12,Coastal,371.58,0.629,0.0,4.143,2.258,163.96,85.88,0.0,0.0,0.0,0.0,0.0,0.0,2.258,371.58,163.96
9711,2709,4,Polar,471.61,-0.541,0.0,4.4,-1.932,41.89,63.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.932,471.61,41.89
7085,2490,6,Tropics,422.97,0.577,0.0,4.401,2.26,134.92,87.44,0.0,0.0,0.0,0.0,0.0,0.0,2.26,422.97,134.92
2085,2073,10,Temperate,332.23,-0.792,0.0,2.988,1.875,126.28,68.03,0.0,0.0,0.0,0.0,0.0,0.0,1.875,332.23,126.28
6345,2428,10,Temperate,406.72,-1.055,0.0,2.997,2.068,116.25,69.78,0.0,0.0,0.0,0.0,0.0,0.0,2.068,406.72,116.25
2452,2104,5,Inland,340.2,-0.318,0.0,3.21,-0.573,73.9,60.71,0.0,0.0,0.0,0.0,0.0,0.0,-0.573,340.2,73.9
4966,2313,11,Temperate,384.29,-0.943,0.0,3.375,1.928,122.29,70.99,0.0,0.0,0.0,0.0,0.0,0.0,1.928,384.29,122.29
2023,2068,8,Inland,332.22,-0.761,0.0,2.631,1.082,90.26,56.2,0.0,0.0,0.0,0.0,0.0,0.0,1.082,332.22,90.26
8071,2572,8,Tropics,439.49,0.201,0.0,4.3,2.292,174.22,76.93,0.0,0.0,0.0,0.0,0.0,0.0,2.292,439.49,174.22
8987,2648,12,Tropics,459.61,-1.24,0.0,3.344,2.111,235.75,83.56,0.0,0.0,0.0,0.0,0.0,0.0,2.111,459.61,235.75
8718,2626,7,Temperate,452.81,1.073,0.0,5.344,2.708,108.19,65.87,0.0,0.0,0.0,0.0,0.0,0.0,2.708,452.81,108.19
7321,2510,2,Inland,426.31,0.116,0.0,3.948,1.418,68.66,57.25,0.0,0.0,0.0,0.0,0.0,0.0,1.418,426.31,68.66
226,1918,11,Temperate,297.77,-0.92,0.0,2.286,0.29,109.47,69.97,0.0,0.0,0.0,0.0,0.0,0.0,0.29,297.77,109.47
1013,1984,6,Tropics,312.91,-0.573,0.0,2.441,0.518,142.77,84.32,0.0,0.0,0.0,0.0,0.0,0.0,0.518,312.91,142.77
6679,2456,8,Coastal,415.61,0.526,0.0,4.484,2.24,136.39,84.09,0.0,0.0,0.0,0.0,0.0,0.0,2.24,415.61,136.39
1929,2060,10,Inland,329.84,1.271,0.0,3.934,0.696,100.25,58.26,0.0,0.0,0.0,0.0,0.0,0.0,0.696,329.84,100.25
1043,1986,12,Tropics,314.84,0.627,0.0,3.648,1.012,209.29,85.12,0.0,0.0,0.0,0.0,0.0,0.0,1.012,314.84,209.29
5251,2337,8,Inland,389.01,-0.012,0.0,3.828,1.252,82.02,59.15,0.0,0.0,0.0,0.0,0.0,0.0,1.252,389.01,82.02
1404,2017,1,Tropics,317.79,0.276,0.6,3.131,0.512,207.19,87.46,0.0,0.0,0.0,0.0,0.0,0.0,0.512,317.79,207.19
2179,2081,8,Polar,334.03,0.999,0.0,4.093,-0.505,68.21,61.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.505,334.03,68.21
697,1958,2,Temperate,309.79,-1.223,0.0,2.3,-0.432,95.08,70.58,0.0,0.0,0.0,0.0,0.0,0.0,-0.432,309.79,95.08
1124,1993,9,Inland,314.17,-1.531,0.3,1.837,3.71,92.06,56.84,0.0,0.0,0.0,0.0,0.0,0.0,3.71,314.17,92.06
7378,2514,11,Inland,427.23,-0.387,0.0,4.074,3.062,102.89,54.44,0.0,0.0,0.0,0.0,0.0,0.0,3.062,427.23,102.89
3895,2224,8,Tropics,365.48,-0.802,0.0,3.063,-1.903,180.29,80.31,0.0,0.0,0.0,0.0,0.0,0.0,-1.903,365.48,180.29
8217,2584,10,Coastal,445.01,-0.043,0.0,4.485,2.392,160.7,83.89,0.0,0.0,0.0,0.0,0.0,0.0,2.392,445.01,160.7
5110,2325,11,Tropics,388.02,0.858,0.0,4.57,1.839,214.98,88.97,0.0,0.0,0.0,0.0,0.0,0.0,1.839,388.02,214.98
1778,2048,3,Tropics,326.59,-1.372,0.0,2.07,0.558,162.68,84.69,0.0,0.0,0.0,0.0,0.0,0.0,0.558,326.59,162.68
7786,2548,11,Coastal,437.57,-1.01,0.0,3.607,1.514,172.59,86.51,0.0,0.0,0.0,0.0,0.0,0.0,1.514,437.57,172.59
2634,2119,7,Tropics,342.86,-0.564,0.0,3.125,0.773,155.15,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.773,342.86,155.15
7187,2498,12,Temperate,422.42,-0.994,0.0,3.608,1.025,123.38,73.53,0.0,0.0,0.0,0.0,0.0,0.0,1.025,422.42,123.38
7544,2528,9,Polar,429.93,-0.774,0.0,3.506,0.314,49.31,60.47,0.0,0.0,0.0,0.0,0.0,0.0,0.314,429.93,49.31
7604,2533,9,Tropics,432.94,-0.736,0.0,3.89,2.607,216.27,85.03,0.0,0.0,0.0,0.0,0.0,0.0,2.607,432.94,216.27
3489,2190,10,Coastal,356.71,0.555,0.0,3.852,5.686,166.26,81.89,0.0,0.0,0.0,0.0,0.0,0.0,5.686,356.71,166.26
8259,2588,4,Inland,445.73,-1.144,0.0,3.356,0.387,69.5,61.68,0.0,0.0,0.0,0.0,0.0,0.0,0.387,445.73,69.5
1037,1986,6,Polar,313.24,1.169,0.0,4.192,-1.935,52.71,65.29,0.0,0.0,0.0,0.0,0.0,0.0,-1.935,313.24,52.71
6093,2407,10,Polar,403.52,-0.596,0.0,3.52,2.484,60.05,65.77,0.0,0.0,0.0,0.0,0.0,0.0,2.484,403.52,60.05
2256,2088,1,Inland,337.45,-0.431,0.0,2.915,0.211,117.19,56.74,0.0,0.0,0.0,0.0,0.0,0.0,0.211,337.45,117.19
8188,2582,5,Tropics,442.63,0.421,0.0,4.86,1.732,131.97,82.76,0.0,0.0,0.0,0.0,0.0,0.0,1.732,442.63,131.97
2613,2117,10,Coastal,340.71,-0.351,0.0,2.833,1.075,161.82,88.45,0.0,0.0,0.0,0.0,0.0,0.0,1.075,340.71,161.82
313,1926,2,Tropics,299.7,0.734,0.0,3.717,0.863,164.39,81.28,0.0,0.0,0.0,0.0,0.0,0.0,0.863,299.7,164.39
2649,2120,10,Inland,341.68,0.401,0.0,3.974,3.037,120.43,58.89,0.0,0.0,0.0,0.0,0.0,0.0,3.037,341.68,120.43
2281,2090,2,Polar,337.11,-0.026,0.0,3.175,-3.499,47.47,68.36,0.0,0.0,0.0,0.0,0.0,0.0,-3.499,337.11,47.47
6741,2461,10,Inland,415.48,0.783,0.0,5.036,5.111,105.4,53.97,0.0,0.0,0.0,0.0,0.0,0.0,5.111,415.48,105.4
2979,2148,4,Inland,348.68,-0.679,0.0,2.849,-2.012,78.88,59.05,0.0,0.0,0.0,0.0,0.0,0.0,-2.012,348.68,78.88
2547,2112,4,Polar,341.53,0.145,0.0,3.61,-4.213,46.14,65.6,0.0,0.0,0.0,0.0,0.0,0.0,-4.213,341.53,46.14
5512,2359,5,Temperate,393.84,-0.494,0.0,3.672,1.668,81.36,66.71,0.0,0.0,0.0,0.0,0.0,0.0,1.668,393.84,81.36
5132,2327,9,Temperate,387.74,-0.361,0.0,3.928,1.219,133.19,75.43,0.0,0.0,0.0,0.0,0.0,0.0,1.219,387.74,133.19
2159,2079,12,Inland,335.93,0.348,0.0,3.723,1.574,99.12,55.06,0.0,0.0,0.0,0.0,0.0,0.0,1.574,335.93,99.12
7080,2490,1,Coastal,423.26,0.039,0.0,4.424,2.067,141.91,91.64,0.0,0.0,0.0,0.0,0.0,0.0,2.067,423.26,141.91
3137,2161,6,Temperate,349.78,1.319,0.0,4.401,0.374,102.52,64.25,0.0,0.0,0.0,0.0,0.0,0.0,0.374,349.78,102.52
9079,2656,8,Tropics,457.73,0.684,0.0,5.26,2.337,170.04,84.72,0.0,0.0,0.0,0.0,0.0,0.0,2.337,457.73,170.04
5850,2387,7,Inland,400.74,-0.158,0.0,3.896,2.471,84.2,52.75,0.0,0.0,0.0,0.0,0.0,0.0,2.471,400.74,84.2
9865,2722,2,Polar,471.06,0.715,0.0,5.164,0.364,57.61,57.55,0.0,0.0,0.0,0.0,0.0,0.0,0.364,471.06,57.61
6445,2437,2,Inland,410.65,0.643,0.0,4.676,1.735,87.45,60.93,0.0,0.0,0.0,0.0,0.0,0.0,1.735,410.65,87.45
3967,2230,8,Temperate,365.24,0.421,0.0,4.24,1.968,112.63,68.92,0.0,0.0,0.0,0.0,0.0,0.0,1.968,365.24,112.63
1428,2019,1,Inland,319.8,-0.615,0.0,2.814,-2.098,89.97,62.93,0.0,0.0,0.0,0.0,0.0,0.0,-2.098,319.8,89.97
8422,2601,11,Coastal,443.09,0.886,0.0,5.028,2.709,162.82,82.72,0.0,0.0,0.0,0.0,0.0,0.0,2.709,443.09,162.82
2520,2110,1,Coastal,338.75,0.549,0.0,4.315,1.492,148.51,84.85,0.0,0.0,0.0,0.0,0.0,0.0,1.492,338.75,148.51
7837,2553,2,Polar,433.59,-0.853,0.0,3.872,-0.95,54.63,63.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.95,433.59,54.63
4969,2314,2,Polar,383.58,-1.055,0.0,3.154,-1.944,42.05,65.63,0.0,0.0,0.0,0.0,0.0,0.0,-1.944,383.58,42.05
1855,2054,8,Inland,326.78,-0.449,0.0,3.165,-0.528,89.04,60.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,326.78,89.04
8884,2640,5,Tropics,454.87,0.427,0.0,5.182,2.039,111.13,80.79,0.0,0.0,0.0,0.0,0.0,0.0,2.039,454.87,111.13
5602,2366,11,Temperate,397.59,0.791,0.0,4.802,2.41,146.14,76.48,0.0,0.0,0.0,0.0,0.0,0.0,2.41,397.59,146.14
9344,2678,9,Tropics,463.08,-1.258,0.0,3.819,2.546,215.84,80.96,0.0,0.0,0.0,0.0,0.0,0.0,2.546,463.08,215.84
9868,2722,5,Polar,472.87,0.272,0.0,5.049,-1.537,48.73,61.68,0.0,0.0,0.0,0.0,0.0,0.0,-1.537,472.87,48.73
448,1937,5,Tropics,303.47,0.211,0.0,3.038,0.324,126.54,85.49,0.0,0.0,0.0,0.0,0.0,0.0,0.324,303.47,126.54
7703,2541,12,Inland,435.25,0.748,0.0,4.595,1.768,102.09,59.47,0.0,0.0,0.0,0.0,0.0,0.0,1.768,435.25,102.09
1284,2007,1,Inland,316.04,0.553,0.0,3.675,1.901,74.0,59.96,0.0,0.0,0.0,0.0,0.0,0.0,1.901,316.04,74.0
5995,2399,8,Temperate,402.63,0.156,0.0,4.123,1.816,104.23,63.08,0.0,0.0,0.0,0.0,0.0,0.0,1.816,402.63,104.23
7899,2558,4,Temperate,437.94,-0.818,0.0,3.9,0.221,92.52,68.18,0.0,0.0,0.0,0.0,0.0,0.0,0.221,437.94,92.52
3727,2210,8,Polar,362.6,0.761,0.0,4.079,0.819,39.11,64.95,0.0,0.0,0.0,0.0,0.0,0.0,0.819,362.6,39.11
7353,2512,10,Coastal,427.86,-0.376,0.0,4.109,2.52,152.92,85.64,0.0,0.0,0.0,0.0,0.0,0.0,2.52,427.86,152.92
361,1930,2,Coastal,299.86,0.308,0.0,3.184,0.178,131.08,83.62,0.0,0.0,0.0,0.0,0.0,0.0,0.178,299.86,131.08
6279,2423,4,Polar,407.38,-1.131,0.0,3.172,-2.05,36.48,62.73,0.0,0.0,0.0,0.0,0.0,0.0,-2.05,407.38,36.48
5230,2335,11,Coastal,388.08,0.827,0.0,4.229,1.574,155.49,88.27,0.0,0.0,0.0,0.0,0.0,0.0,1.574,388.08,155.49
8942,2645,3,Tropics,456.95,0.498,0.0,5.281,3.087,148.43,80.48,0.0,0.0,0.0,0.0,0.0,0.0,3.087,456.95,148.43
7295,2507,12,Polar,428.43,-0.942,0.0,3.119,0.748,47.61,61.84,0.0,0.0,0.0,0.0,0.0,0.0,0.748,428.43,47.61
8891,2640,12,Temperate,455.0,0.444,0.0,5.092,2.049,140.91,69.55,0.0,0.0,0.0,0.0,0.0,0.0,2.049,455.0,140.91
7534,2527,11,Coastal,429.08,-0.222,0.0,4.101,2.017,155.9,87.62,0.0,0.0,0.0,0.0,0.0,0.0,2.017,429.08,155.9
6251,2420,12,Temperate,410.19,0.736,0.0,4.899,1.761,128.06,62.83,0.0,0.0,0.0,0.0,0.0,0.0,1.761,410.19,128.06
5926,2393,11,Coastal,403.43,-1.131,0.0,2.938,1.443,175.87,91.6,0.0,0.0,0.0,0.0,0.0,0.0,1.443,403.43,175.87
5149,2329,2,Coastal,389.5,-0.955,0.0,3.301,0.729,130.51,87.85,0.0,0.0,0.0,0.0,0.0,0.0,0.729,389.5,130.51
2460,2105,1,Coastal,338.86,-0.244,0.0,2.984,0.045,137.78,90.08,0.0,0.0,0.0,0.0,0.0,0.0,0.045,338.86,137.78
22,1901,11,Coastal,295.87,0.861,0.0,3.674,0.971,162.78,90.49,0.0,0.0,0.0,0.0,0.0,0.0,0.971,295.87,162.78
2066,2072,3,Tropics,333.13,0.239,0.0,2.92,0.389,148.98,80.19,0.0,0.0,0.0,0.0,0.0,0.0,0.389,333.13,148.98
1653,2037,10,Coastal,324.06,-0.126,0.0,3.152,0.315,174.14,87.37,0.0,0.0,0.0,0.0,0.0,0.0,0.315,324.06,174.14
702,1958,7,Temperate,309.2,-0.57,0.0,2.38,-0.093,104.36,72.62,0.0,0.0,0.0,0.0,0.0,0.0,-0.093,309.2,104.36
