time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct
1953,2062,10,Temperate,330.05,-0.318,0.0,2.969,1.722,104.31,71.16
7634,2536,3,Polar,433.46,1.031,0.0,5.145,0.119,60.1,67.31
5636,2369,9,Coastal,394.46,-0.564,0.0,3.393,1.205,159.88,88.0
7154,2496,3,Tropics,422.2,1.347,0.0,5.047,1.976,146.77,76.63
8424,2602,1,Polar,447.96,0.519,0.0,4.896,-0.093,37.25,61.51
6610,2450,11,Inland,411.75,0.749,0.0,4.58,0.68,82.92,57.97
2710,2125,11,Coastal,342.37,0.698,0.0,3.724,1.398,156.12,83.15
8730,2627,7,Temperate,450.05,0.107,0.0,4.303,1.507,95.53,69.18
3201,2166,10,Polar,351.27,0.594,0.0,4.174,1.379,58.6,61.62
4349,2262,6,Polar,375.19,0.171,0.0,3.575,-0.444,33.21,63.39
4138,2244,11,Polar,370.78,-0.512,0.0,3.072,-1.146,65.65,62.67
1884,2057,1,Tropics,328.35,0.82,0.0,3.761,0.639,-201.93,152.352
8639,2619,12,Inland,448.96,0.179,0.0,4.779,1.867,130.47,65.0
4485,2273,10,Coastal,375.98,-0.657,0.0,3.114,1.681,171.5,83.45
2494,2107,11,Polar,342.03,-0.721,0.0,3.007,-1.211,52.54,69.61
5947,2395,8,Polar,402.7,1.174,0.0,5.197,-0.12,70.81,64.86
3036,2153,1,Polar,348.41,0.236,0.0,3.673,-0.869,46.29,65.33
5777,2381,6,Tropics,399.82,1.128,0.0,4.964,2.066,104.54,77.86
3603,2200,4,Polar,360.66,0.258,0.0,4.019,-0.532,44.0,62.49
845,1970,6,Inland,308.99,0.569,0.0,3.346,0.887,62.68,57.06
542,1945,3,Temperate,306.01,0.432,0.0,3.242,0.086,95.42,68.33
3724,2210,5,Temperate,363.08,0.782,0.0,4.338,-0.029,85.02,68.86
4187,2248,12,Temperate,372.33,-0.43,0.0,3.141,0.481,135.37,68.34
3679,2206,8,Temperate,360.2,0.955,0.0,4.045,1.035,116.56,67.08
8899,2641,8,Polar,456.22,0.928,0.0,5.089,-0.61,63.55,61.88
7967,2563,12,Inland,438.39,-0.553,0.0,3.773,4.8870000000000005,93.86,57.55
8485,2607,2,Tropics,449.23,0.723,0.0,4.842,2.942,166.77,78.07
6075,2406,4,Tropics,403.14,0.606,0.0,4.6,1.138,120.13,80.64
7340,2511,9,Coastal,427.5,0.694,0.0,4.723,2.503,134.63,90.42
8225,2585,6,Inland,444.41,0.71,0.0,4.749,0.352,85.07,61.44
7246,2503,11,Tropics,427.0,-1.386,0.0,3.273,2.424,237.31,83.76
9710,2709,3,Coastal,472.47,-1.099,0.0,3.809,2.119,117.0,88.26
8290,2590,11,Polar,445.16,1.029,0.0,5.235,0.913,,113.922
7137,2494,10,Coastal,423.81,-0.63,0.0,3.466,1.387,162.36,90.72
2964,2147,1,Temperate,346.86,0.674,0.0,4.47,-0.404,118.19,70.8
7559,2529,12,Inland,430.54,0.458,0.0,4.793,2.308,106.81,52.69
2529,2110,10,Temperate,341.65,0.747,0.0,3.636,2.455,139.8,68.96
7284,2507,1,Polar,425.48,0.399,0.0,4.554,-0.568,69.08,60.91
5772,2381,1,Polar,399.17,0.983,0.0,4.822,-1.198,53.05,64.14
1048,1987,5,Polar,312.21,0.183,0.0,3.023,-3.754,26.1,65.9
7045,2487,2,Inland,419.62,0.932,0.0,5.182,1.799,106.27,59.68
1960,2063,5,Temperate,330.01,-0.724,0.0,2.546,-0.433,85.65,67.22
2530,2110,11,Temperate,341.64,0.411,0.0,3.809,1.957,152.34,69.47
9048,2654,1,Temperate,456.83,-0.836,0.0,3.794,1.282,117.67,73.57
7603,2533,8,Tropics,429.75,-1.128,0.0,3.492,1.94,186.13,83.95
6524,2443,9,Inland,413.25,-1.013,0.0,3.313,2.844,81.66,55.58
237,1919,10,Coastal,300.81,-0.369,0.0,2.65,0.582,155.53,83.95
4917,2309,10,Inland,384.33,-0.05,0.0,3.752,3.373,113.32,59.6
6479,2439,12,Coastal,412.05,-0.132,0.0,3.922,2.086,158.81,85.43
1133,1994,6,Coastal,316.1,-0.352,0.0,3.015,0.042,99.94,91.09
6976,2481,5,Temperate,422.27,0.652,0.0,4.591,0.601,104.95,73.46
5901,2391,10,Tropics,403.59,1.243,0.0,4.962,3.04,207.21,78.77
9057,2654,10,Tropics,457.93,-0.589,0.0,3.938,2.586,223.48,85.82
4259,2254,12,Polar,370.67,-0.266,0.0,3.247,0.627,72.23,66.86
8840,2636,9,Coastal,453.6,0.65,0.0,4.926,2.436,134.49,80.64
6965,2480,6,Tropics,420.17,0.244,0.0,4.602,1.759,133.04,86.56
9979,2731,8,Inland,472.73,1.131,0.0,5.622,3.897,74.36,54.95
792,1966,1,Coastal,310.84,1.002,0.0,3.744,0.853,129.06,85.82
1985,2065,6,Polar,330.94,0.441,0.0,3.54,-1.334,54.7,58.16
5656,2371,5,Polar,398.59,0.893,0.0,4.424,-1.492,42.93,59.33
8739,2628,4,Inland,452.21,-0.744,0.0,4.424,2.589,66.94,55.09
7935,2561,4,Polar,435.47,1.698,0.0,5.628,-0.252,40.77,59.6
6097,2408,2,Tropics,9999.0,-0.764,0.0,3.515,1.614,198.0,81.17
5907,2392,4,Tropics,403.15,0.842,0.0,4.773,2.226,130.76,80.51
7373,2514,6,Temperate,427.56,-1.101,0.0,2.946,1.253,74.76,69.89
8128,2577,5,Coastal,438.78,0.164,0.0,4.545,1.431,91.67,80.61
2978,2148,3,Temperate,348.68,-0.754,0.0,3.191,-1.186,99.52,71.0
8861,2638,6,Tropics,455.09,-0.67,0.0,4.139,2.275,156.83,85.02
9301,2675,2,Coastal,462.35,0.228,0.0,4.942,1.301,115.84,87.81
6721,2460,2,Inland,413.5,-0.422,0.0,3.969,2.074,76.47,61.07
7842,2553,7,Temperate,436.99,-0.927,0.0,3.632,0.764,94.62,69.87
5524,2360,5,Tropics,395.57,-0.034,0.0,3.9,1.216,132.14,76.57
8721,2626,10,Temperate,449.21,0.882,0.0,5.349,2.779,114.08,68.79
8431,2602,8,Polar,447.76,-0.318,0.0,4.055,2.804,69.62,59.85
9008,2650,9,Coastal,457.38,0.323,0.3,4.839,2.302,144.12,88.71
8603,2616,12,Inland,450.86,0.728,0.0,5.142,2.22,103.23,54.28
7174,2497,11,Inland,422.97,-0.272,0.0,4.022,1.585,108.65,57.46
3919,2226,8,Tropics,367.47,0.647,0.0,4.168,1.587,168.79,80.24
3138,2161,7,Polar,352.46,0.947,0.0,3.987,0.537,45.77,61.33
9416,2684,9,Inland,465.09,-0.641,0.0,4.282,4.051,102.6,56.73
9933,2727,10,Polar,475.68,-0.295,0.0,4.164,-0.043,22.52,60.02
5789,2382,6,Coastal,398.79,0.257,0.0,4.08,1.084,92.13,91.61
4073,2239,6,Tropics,369.15,-0.722,0.0,3.024,0.923,153.77,81.27
3287,2173,12,Temperate,354.31,-1.398,0.0,2.143,-0.33,111.84,68.65
3229,2169,2,Inland,352.97,-0.912,0.0,3.091,0.232,84.64,59.9
1826,2052,3,Inland,327.78,0.906,0.0,4.091,-0.609,73.95,57.47
5548,2362,5,Temperate,393.93,0.855,0.0,4.486,1.79,119.05,70.6
593,1949,6,Temperate,305.4,-0.69,0.0,2.408,-0.673,97.45,74.43
2725,2127,2,Temperate,342.8,0.83,0.0,4.511,0.101,128.0,69.34
4137,2244,10,Tropics,371.47,0.037,0.0,3.794,1.882,234.42,84.46
560,1946,9,Tropics,305.03,0.914,0.0,3.788,0.814,195.79,82.83
7406,2517,3,Temperate,426.65,0.612,0.0,4.688,0.812,116.16,71.55
8806,2633,11,Tropics,454.78,-1.314,0.0,3.473,1.999,244.0,84.9
8386,2598,11,Coastal,444.3,-1.252,0.0,3.534,2.202,181.05,83.79
243,1920,4,Polar,297.35,0.038,0.0,3.183,-2.389,44.77,67.19
7268,2505,9,Tropics,426.96,0.689,0.0,4.679,2.503,199.98,88.36
5435,2352,12,Coastal,392.58,-0.859,0.0,3.193,1.279,173.22,84.53
4437,2269,10,Inland,373.3,-0.272,0.0,3.517,1.653,95.79,53.72
9684,2707,1,Tropics,469.37,0.245,0.0,5.035,2.352,207.44,88.01
8106,2575,7,Polar,440.6,0.349,0.0,4.688,0.417,,60.57
405,1933,10,Inland,302.52,-0.614,0.0,2.556,2.317,118.16,62.78
1442,2020,3,Temperate,323.1,0.005,0.0,3.159,-0.266,85.02,73.46
261,1921,10,Polar,298.43,0.668,0.0,3.384,-0.673,49.47,61.81
4406,2267,3,Temperate,373.56,0.331,0.0,4.017,0.3,106.11,66.89
7633,2536,2,Inland,432.11,1.524,0.0,5.808,1.164,95.43,61.08
9533,2694,6,Tropics,464.93,-0.813,0.0,4.133,1.854,149.14,84.75
1689,2040,10,Inland,325.92,0.958,0.0,3.966,1.665,101.9,61.26
9866,2722,3,Temperate,,0.082,0.0,4.933,1.392,102.52,69.39
1725,2043,10,Tropics,324.94,-0.774,0.0,2.871,0.78,237.85,85.72
8994,2649,7,Inland,457.93,-0.39,0.0,3.862,1.977,81.95,55.81
4930,2310,11,Temperate,385.67,0.806,0.0,4.461,2.743,133.08,69.47
5962,2396,11,Coastal,405.12,0.487,0.0,4.892,1.663,146.83,83.46
2496,2108,1,Polar,342.12,-0.682,0.0,2.79,0.142,47.11,59.67
9014,2651,3,Inland,457.7,1.056,0.0,5.424,3.249,82.14,53.48
6904,2475,5,Tropics,418.79,0.76,0.0,4.5,1.77,133.08,78.77
6106,2408,11,Temperate,405.55,-0.764,0.0,3.525,2.422,113.93,68.02
8200,2583,5,Inland,441.68,-0.509,0.0,4.221,1.087,77.36,54.55
340,1928,5,Tropics,302.54,-0.607,0.0,2.115,-0.041,142.38,82.74
2408,2100,9,Temperate,339.6,1.008,0.0,4.192,2.194,120.02,70.48
1601,2033,6,Temperate,327.08,-0.77,0.0,2.687,-0.504,83.8,69.23
9864,2722,1,Polar,471.24,0.609,0.0,5.239,1.975,73.78,62.54
8359,2596,8,Inland,444.05,1.217,0.0,5.478,2.616,100.02,61.23
5782,2381,11,Coastal,397.1,0.551,0.0,4.384,2.178,165.49,93.44
4576,2281,5,Temperate,378.05,0.936,0.0,4.751,0.325,81.15,62.69
7971,2564,4,Inland,438.85,-0.822,0.0,3.562,-0.433,69.26,59.25
3725,2210,6,Tropics,360.85,0.389,0.0,3.724,1.533,134.33,74.56
2556,2113,1,Inland,341.63,-0.757,0.0,2.952,1.288,108.4,60.84
2785,2132,2,Polar,344.53,0.272,0.0,3.872,-3.178,-43.03,104.382
1523,2026,12,Tropics,322.43,0.927,0.0,3.758,0.731,218.34,79.11
7717,2543,2,Polar,433.29,-0.999,0.0,3.69,-0.761,45.52,61.49
2507,2108,12,Coastal,340.7,-0.946,0.0,2.664,0.552,161.53,90.46
2831,2135,12,Coastal,342.48,1.098,0.0,4.249,0.469,145.98,87.87
1012,1984,5,Inland,313.99,-0.823,0.0,2.476,-1.778,66.25,53.72
5280,2340,1,Polar,391.21,0.237,0.0,4.181,0.162,68.37,66.12
4895,2307,12,Temperate,386.56,-0.763,0.0,3.354,0.624,109.59,72.25
1766,2047,3,Coastal,327.85,0.223,0.0,3.363,0.11,116.27,82.38
4551,2279,4,Polar,376.77,-0.416,0.0,3.171,-2.575,55.65,70.44
7121,2493,6,Temperate,421.38,-1.081,0.0,3.109,-0.073,98.3,64.65
6549,2445,10,Polar,412.28,0.851,0.0,4.27,1.343,51.84,60.42
4037,2236,6,Inland,367.65,1.269,0.0,4.501,1.983,75.39,58.22
8270,2589,3,Coastal,443.19,-0.849,0.0,3.158,1.059,125.22,85.87
148,1912,5,Temperate,297.81,0.297,0.0,3.32,-1.412,95.81,74.07
285,1923,10,Inland,300.59,-1.397,0.0,2.053,0.446,89.54,60.81
7800,2550,1,Polar,434.66,0.132,0.0,4.357,0.123,40.51,63.33
9651,2704,4,Temperate,467.7,-0.483,0.0,4.204,1.145,86.63,72.27
363,1930,4,Inland,300.85,0.459,0.0,3.511,-1.419,76.96,56.47
5367,2347,4,Temperate,392.59,0.589,0.0,4.147,0.983,79.28,67.2
9945,2728,10,Polar,473.38,-0.791,0.0,4.237,1.734,42.73,64.32
8410,2600,11,Tropics,445.44,0.687,1.0,4.904,2.17,230.73,80.52
9453,2687,10,Coastal,464.91,-0.701,0.0,4.216,3.202,148.28,83.46
4725,2293,10,Coastal,380.95,-0.983,0.0,3.138,1.914,160.5,82.21
7271,2505,12,Tropics,424.86,1.109,0.0,5.358,,212.45,88.75
6770,2464,3,Polar,415.99,-1.045,0.0,3.201,-1.094,50.35,67.12
4443,2270,4,Tropics,374.4,0.314,0.0,3.785,0.666,120.84,80.73
7446,2520,7,Coastal,429.02,0.377,0.0,4.37,1.259,93.04,83.11
236,1919,9,Tropics,297.97,-0.852,0.0,2.444,0.481,191.51,79.06
7709,2542,6,Temperate,432.54,0.064,0.3,4.552,1.761,97.87,70.31
9585,2698,10,Tropics,466.31,-1.277,0.0,3.879,6.173,226.4,84.07
2562,2113,7,Temperate,341.33,-0.972,0.0,2.862,1.195,91.55,65.47
7123,2493,8,Tropics,423.8,-1.014,0.0,3.197,1.627,185.06,82.34
8536,2611,5,Temperate,447.68,0.647,0.0,4.513,0.307,98.72,73.96
9602,2700,3,Temperate,468.95,0.235,0.0,5.125,-0.034,103.86,66.46
5519,2359,12,Tropics,392.51,-0.088,0.0,3.789,1.408,216.91,84.3
9613,2701,2,Tropics,465.86,0.864,0.0,5.574,2.1,175.22,77.96
3083,2156,12,Tropics,349.76,0.627,0.0,4.027,1.398,222.58,91.72
2959,2146,8,Tropics,348.82,0.987,0.0,4.278,1.124,180.62,82.65
2102,2075,3,Temperate,333.41,0.175,0.0,3.588,-1.445,98.97,73.12
632,1952,9,Coastal,306.17,-0.26,0.6,3.128,-0.09,163.39,88.75
6813,2467,10,Coastal,417.94,-0.401,1.0,3.577,0.947,159.14,90.32
2493,2107,10,Inland,341.87,-0.061,0.0,3.061,1.916,96.21,59.92
2665,2122,2,Tropics,341.54,0.584,0.0,3.951,1.265,162.87,87.28
8494,2607,11,Coastal,449.28,-0.5,0.0,4.14,2.982,160.92,88.25
8425,2602,2,Tropics,445.91,0.253,0.0,4.636,2.44,188.35,83.96
9266,2672,3,Polar,462.47,0.446,0.0,4.539,-0.114,19.96,60.54
4211,2250,12,Tropics,371.72,1.054,0.0,4.481,1.262,225.12,85.15
3874,2222,11,Coastal,364.33,-0.633,0.0,2.927,1.72,166.46,88.91
2817,2134,10,Coastal,345.92,-0.367,0.0,3.255,0.894,167.89,86.55
8268,2589,1,Tropics,442.66,-0.665,0.0,3.796,2.058,214.5,81.18
9815,2717,12,Inland,471.34,-0.139,0.0,4.76,4.294,104.6,61.8
7426,2518,11,Inland,427.76,-0.837,0.0,3.601,2.887,100.74,57.78
8602,2616,11,Inland,449.89,0.749,0.0,5.35,3.265,110.91,56.27
8475,2606,4,Tropics,449.1,1.074,0.0,5.488,2.121,132.15,80.96
1735,2044,8,Tropics,323.95,-0.36,0.0,3.031,0.853,179.38,84.15
7397,2516,6,Tropics,428.39,1.053,0.0,4.901,2.111,116.26,83.08
4255,2254,8,Temperate,370.09,-0.496,0.0,3.303,1.369,95.33,69.06
8288,2590,9,Coastal,444.55,0.569,0.0,4.521,3.715,152.83,91.87
2475,2106,4,Polar,342.24,1.458,0.0,4.717,-4.6579999999999995,68.72,58.69
9984,2732,1,Tropics,476.79,0.503,0.0,5.245,5.720000000000001,199.28,83.11
3713,2209,6,Polar,360.12,-0.688,0.0,2.98,-0.592,41.25,61.47
8978,2648,3,Tropics,455.5,-0.681,0.0,3.964,2.025,168.52,82.1
1804,2050,5,Inland,329.38,0.417,0.0,3.476,-0.104,,54.58
707,1958,12,Polar,306.05,-0.72,0.0,2.339,-1.571,49.93,62.88
9191,2665,12,Coastal,458.83,0.71,0.0,5.391,2.946,168.55,85.83
5189,2332,6,Inland,388.38,-0.238,0.0,3.327,-1.82,68.11,60.96
5472,2356,1,Inland,392.65,1.246,0.0,5.202,-0.295,108.47,59.86
72,1906,1,Inland,296.74,0.767,0.0,3.458,0.198,102.91,54.89
7843,2553,8,Tropics,434.18,-1.32,0.0,3.201,1.691,214.0,80.41
5101,2325,2,Polar,387.22,0.03,0.0,3.756,-0.782,45.89,63.54
6764,2463,9,Temperate,417.23,-0.833,0.0,3.587,2.569,108.53,70.95
1125,1993,10,Polar,317.32,-0.352,0.0,2.702,0.266,65.82,67.06
1241,2003,6,Inland,316.49,-0.705,0.0,2.824,-1.469,90.96,59.43
8253,2587,10,Temperate,442.07,-0.896,0.0,3.487,1.973,112.62,66.1
2349,2095,10,Inland,335.94,0.882,0.0,4.008,4.366,100.79,53.74
6602,2450,3,Coastal,414.35,0.18,0.0,4.107,1.012,127.34,85.59
6780,2465,1,Temperate,417.5,-0.562,0.0,3.652,1.489,-109.29,119.196
4358,2263,3,Polar,372.6,-0.661,0.0,3.164,-1.297,41.63,60.93
1343,2011,12,Inland,319.52,0.222,0.0,3.47,2.051,89.25,57.02
9988,2732,5,Coastal,474.85,-0.246,0.0,4.346,2.113,115.72,83.54
8679,2623,4,Coastal,455.73,-0.564,0.0,4.133,1.157,88.41,84.53
9575,2697,12,Tropics,464.41,-0.624,0.0,4.105,2.604,223.09,87.21
6652,2454,5,Temperate,414.37,-0.501,0.0,3.567,0.091,98.5,69.53
1100,1991,9,Inland,314.29,1.006,0.0,4.063,1.603,101.07,58.9
7327,2510,8,Coastal,425.57,0.628,0.0,5.085,1.195,111.76,
7622,2535,3,Tropics,431.87,-0.029,0.0,4.323,1.816,151.25,79.2
987,1982,4,Coastal,311.38,0.46,0.0,3.565,0.112,95.35,
2852,2137,9,Coastal,345.44,-0.017,0.0,3.255,1.074,132.01,83.8
630,1952,7,Inland,303.74,-0.033,0.0,3.236,-1.656,78.34,64.2
1249,2004,2,Coastal,319.56,-1.18,0.0,2.302,-0.296,141.14,84.01
3179,2164,12,Tropics,352.61,-0.045,0.0,3.746,1.429,234.52,88.12
482,1940,3,Temperate,303.13,0.234,0.0,3.061,-1.388,103.24,68.73
3040,2153,5,Inland,350.86,-0.181,0.0,3.558,-1.849,68.79,61.6
5010,2317,7,Polar,383.58,0.224,0.0,3.82,-0.446,69.05,66.69
8727,2627,4,Tropics,449.27,0.565,0.0,4.942,2.26,130.39,80.07
7000,2483,5,Inland,421.75,-0.924,0.0,3.58,1.425,78.95,59.92
3273,2172,10,Coastal,352.07,-0.398,0.0,3.253,1.642,153.13,89.33
7227,2502,4,Temperate,424.25,0.206,0.0,4.185,0.967,91.53,69.46
3683,2206,12,Coastal,360.37,0.516,0.0,3.932,1.605,157.79,87.64
6674,2456,3,Polar,417.64,0.829,0.0,5.068,-1.721,58.83,64.12
6807,2467,4,Temperate,419.0,-0.087,0.0,4.231,1.048,89.04,61.6
9738,2711,7,Tropics,472.89,1.135,0.0,5.362,2.442,141.15,84.95
1316,2009,9,Coastal,318.8,-0.275,0.0,2.999,0.636,153.15,83.04
3225,2168,10,Polar,352.55,-1.318,0.0,2.807,-2.211,46.33,63.54
1072,1989,5,Polar,316.78,-0.951,0.0,2.252,-3.974,39.7,68.81
4815,2301,4,Inland,380.21,1.157,0.0,4.726,1.994,75.59,59.56
8459,2604,12,Tropics,448.16,-0.242,0.0,4.288,2.452,218.81,81.57
5752,2379,5,Tropics,400.64,-0.347,0.0,3.666,1.063,126.08,80.65
9145,2662,2,Coastal,457.84,0.489,0.0,5.015,1.933,125.69,82.85
4616,2284,9,Temperate,380.15,-0.249,0.0,3.609,0.983,107.57,60.67
3097,2158,2,Temperate,350.54,-0.489,0.0,3.185,-0.333,114.99,73.55
6869,2472,6,Temperate,420.93,0.053,0.0,4.358,0.853,69.39,65.37
1300,2008,5,Inland,318.88,-0.761,0.0,2.518,-1.025,67.51,54.86
7285,2507,2,Temperate,424.9,0.265,0.0,4.165,1.333,119.15,70.23
6284,2423,9,Coastal,408.52,-0.995,0.0,3.424,1.746,145.95,85.57
5495,2357,12,Polar,393.55,-0.755,0.0,3.262,0.232,82.3,59.72
5291,2340,12,Coastal,387.39,0.77,0.0,4.865,1.675,154.78,91.86
1798,2049,11,Tropics,328.04,-0.103,0.0,3.07,1.097,229.83,84.9
5203,2333,8,Inland,390.42,-0.688,0.0,3.436,1.81,95.13,53.39
8227,2585,8,Inland,442.24,1.009,0.0,5.202,5.117,105.36,58.88
5047,2320,8,Polar,385.66,1.173,0.0,4.686,-0.498,55.95,59.83
6441,2436,10,Coastal,411.43,1.441,0.0,5.304,2.926,148.04,84.35
8105,2575,6,Coastal,442.33,0.668,0.0,5.2,2.34,90.62,83.74
2359,2096,8,Temperate,339.37,1.019,0.0,4.249,0.416,121.43,71.08
9380,2681,9,Polar,463.08,0.973,0.0,5.079,1.559,55.72,59.69
3654,2204,7,Temperate,360.29,-0.741,0.0,3.169,1.024,100.2,72.16
7052,2487,9,Temperate,423.37,-0.076,0.0,4.262,2.323,115.12,68.37
1286,2007,3,Polar,317.9,0.478,0.0,3.543,-2.281,29.95,64.36
9126,2660,7,Tropics,456.24,0.805,0.0,5.489,2.944,139.95,75.63
4445,2270,6,Inland,374.25,0.243,0.0,3.92,1.391,79.69,59.13
2137,2078,2,Tropics,333.36,-0.87,0.0,2.408,0.171,184.95,88.4
6787,2465,8,Tropics,415.82,0.284,0.6,4.479,1.764,168.35,79.36
9752,2712,9,Tropics,471.41,0.358,1.0,4.785,2.351,182.56,88.22
8510,2609,3,Tropics,447.6,-1.07,0.0,3.843,1.646,137.41,82.16
9539,2694,12,Temperate,464.86,0.061,0.0,4.568,2.913,128.66,70.41
6894,2474,7,Inland,418.6,-0.598,0.0,3.62,2.134,68.97,52.83
8569,2614,2,Temperate,448.89,-0.699,0.0,4.053,0.101,115.97,70.06
7151,2495,12,Coastal,423.73,1.121,0.0,4.982,2.349,148.06,90.63
963,1980,4,Inland,311.9,0.738,0.0,3.864,-1.144,80.34,58.06
6012,2401,1,Polar,402.44,0.788,0.0,4.585,-0.488,44.72,62.79
4882,2306,11,Inland,381.28,0.756,0.0,4.148,3.325,104.94,58.45
140,1911,9,Tropics,296.94,1.144,0.0,3.897,0.869,212.95,84.89
9032,2652,9,Inland,456.6,-0.234,0.0,4.308,4.355,87.67,57.48
6936,2478,1,Temperate,418.75,-0.479,0.0,4.146,1.612,126.26,72.57
6542,2445,3,Temperate,412.97,-0.092,0.0,4.068,-0.602,100.63,74.44
5243,2336,12,Polar,390.32,0.873,0.0,4.624,0.435,51.06,59.28
4431,2269,4,Polar,375.52,-0.937,0.0,3.045,-2.05,37.4,62.93
406,1933,11,Tropics,303.66,-1.114,0.0,1.879,-0.078,247.47,85.86
8212,2584,5,Tropics,445.13,-0.677,0.0,3.771,1.291,128.7,74.8
8376,2598,1,Tropics,446.33,-1.056,0.0,3.752,1.452,225.84,87.21
8627,2618,12,Coastal,451.65,-0.987,0.0,3.385,5.019,141.84,85.63
8234,2586,3,Coastal,445.55,1.135,0.0,5.498,1.165,102.84,77.88
4399,2266,8,Tropics,373.45,0.998,0.0,4.858,1.749,139.72,81.86
5252,2337,9,Coastal,387.49,-0.695,0.0,3.198,1.754,149.51,89.71
11,1900,12,Polar,295.93,1.04,0.0,3.781,-0.476,62.78,62.46
4760,2296,9,Inland,380.15,1.171,0.0,4.765,2.334,89.82,62.55
1177,1998,2,Tropics,316.37,-0.687,0.0,2.782,0.282,192.43,84.12
2863,2138,8,Coastal,346.23,-0.565,0.0,3.114,0.754,136.78,88.46
6471,2439,4,Inland,411.67,-0.927,0.0,3.25,0.66,56.23,57.34
6228,2419,1,Inland,410.69,-1.023,0.0,3.347,2.511,,54.43
2989,2149,2,Temperate,347.49,-0.659,0.0,3.058,0.271,113.49,67.11
7117,2493,2,Polar,424.08,-0.357,0.0,3.946,-2.053,47.81,62.4
7010,2484,3,Coastal,421.13,-0.806,0.0,3.374,0.859,139.21,86.7
8557,2613,2,Inland,445.79,-0.828,0.0,3.645,0.29,98.16,53.64
1440,2020,1,Inland,321.66,0.111,0.0,3.242,-0.307,101.05,60.97
9747,2712,4,Coastal,469.33,0.206,0.0,5.041,1.911,113.16,80.78
2875,2139,8,Tropics,348.58,-0.629,0.0,3.127,1.111,166.62,78.36
9098,2658,3,Tropics,457.96,-1.02,0.0,3.957,2.21,162.96,76.71
8788,2632,5,Tropics,454.79,-0.078,0.0,4.495,1.63,149.87,78.24
7232,2502,9,Inland,425.78,-0.284,0.0,4.15,3.207,85.76,60.45
3726,2210,7,Tropics,360.24,0.97,0.0,4.358,1.276,145.53,81.98
2772,2131,1,Polar,344.75,0.897,0.0,4.56,-1.083,46.59,59.1
454,1937,11,Coastal,302.96,-0.201,0.0,2.857,0.481,166.18,84.93
8189,2582,6,Polar,443.12,0.095,0.0,4.55,-0.9,30.2,62.68
1367,2013,12,Coastal,319.99,-1.121,0.0,2.315,-0.002,161.64,89.35
3712,2209,5,Polar,361.9,-0.674,0.0,2.867,-1.241,46.21,60.52
9852,2721,1,Coastal,470.03,0.679,0.0,5.505,2.224,155.0,86.4
1388,2015,9,Polar,319.29,1.141,0.0,3.973,0.089,43.6,63.19
1000,1983,5,Coastal,314.59,-0.9,0.0,2.311,-0.39,120.11,84.46
7761,2546,10,Tropics,436.08,0.646,0.0,4.729,2.604,209.81,82.7
3553,2196,2,Temperate,359.45,1.141,0.6,4.658,-0.047,108.06,73.3
4114,2242,11,Polar,368.6,-0.727,0.0,3.043,-0.324,81.56,66.45
1667,2038,12,Inland,323.49,-0.93,0.0,2.512,2.899,115.42,60.03
3173,2164,6,Coastal,353.68,-0.612,0.0,2.691,0.387,109.95,86.48
9397,2683,2,Tropics,464.5,-0.328,0.0,4.642,1.923,189.71,83.26
488,1940,9,Coastal,304.95,0.672,0.0,3.646,1.135,131.54,78.74
3230,2169,3,Temperate,353.27,-0.597,0.0,2.73,-0.214,95.73,68.37
3828,2219,1,Inland,365.04,-1.242,0.0,2.348,0.501,92.7,58.5
8651,2620,12,Polar,450.42,1.093,0.0,5.489,1.775,50.84,60.03
5208,2334,1,Inland,389.46,-0.912,0.0,3.421,1.988,98.08,66.37
7848,2554,1,Temperate,437.04,-0.5,0.0,4.109,1.824,97.19,66.41
5704,2375,5,Tropics,396.18,0.441,0.0,3.922,1.456,114.9,78.72
9639,2703,4,Polar,466.0,-0.623,0.0,4.105,-1.329,54.06,62.42
8133,2577,10,Inland,440.31,-0.479,0.0,4.078,3.775,92.04,60.35
703,1958,8,Coastal,305.97,-1.025,0.0,2.049,0.844,139.09,85.74
5105,2325,6,Polar,384.84,0.548,0.0,4.263,-0.733,38.78,53.37
8893,2641,2,Polar,455.18,1.03,0.0,4.951,0.331,28.18,60.8
3291,2174,4,Tropics,354.44,-0.923,0.0,2.822,0.643,144.18,82.82
8125,2577,2,Polar,440.29,0.669,0.0,4.966,-1.722,42.62,68.19
9631,2702,8,Inland,467.39,0.072,0.0,4.649,1.444,86.95,55.9
9021,2651,10,Polar,455.81,1.169,0.0,5.636,2.497,62.17,65.17
4909,2309,2,Tropics,383.81,-0.846,0.0,3.184,0.695,179.97,81.08
4440,2270,1,Inland,374.83,-0.2,0.0,3.714,1.082,110.15,63.01
986,1982,3,Inland,311.84,0.807,0.0,3.963,0.13,63.98,57.53
9236,2669,9,Temperate,458.18,-0.673,0.0,3.297,2.801,116.19,64.97
9883,2723,8,Polar,471.8,-1.194,0.6,4.096,1.564,47.19,61.54
7705,2542,2,Temperate,433.49,0.137,0.0,4.288,1.374,112.45,64.83
6257,2421,6,Polar,407.6,0.79,0.0,4.797,1.327,32.88,63.34
6089,2407,6,Coastal,404.75,0.311,0.0,4.471,0.935,99.23,84.34
5238,2336,7,Inland,389.07,1.598,0.0,5.402,2.855,98.9,59.43
