time_index,year,month,region,co2_ppm,enso_index,volcanic_activity,ocean_heat_index,temperature_anomaly,rainfall_mm,humidity_pct,CO2_Reduction_Percent,Deforestation_Percent,Urban_Heat_Control_Percent,Irrigation_Efficiency_Percent,Water_Conservation_Percent,Renewable_Energy_Percent,Cloud_Seeding_Efficiency_Percent,Temperature_with_scenario,CO2_with_scenario,Rainfall_with_scenario,FloodRisk_Score,DroughtRisk_Score,HeatwaveRisk_Score,FloodRisk_Level,DroughtRisk_Level,HeatwaveRisk_Level
9987,2732,4,Inland,474.47,-0.02,0.0,4.614,0.88,97.41,50.65,65,2,94,18,13,25,73,0.52,471.24,97.42999999999999,46.714999999999996,-32.620999999999995,-37.288000000000004,Low,High,Low
6881,2473,6,Inland,419.92,-0.989,0.0,3.139,0.303,63.53,55.52,54,79,79,18,58,4,19,0.0129999999999999,418.01000000000005,64.32000000000001,44.26,-22.890800000000006,-31.592200000000002,Low,High,Low
4530,2277,7,Temperate,376.13,-0.002,0.0,3.83,0.673,99.56,66.33,55,49,54,91,100,52,80,0.11299999999999999,373.87,100.05,44.724999999999994,-48.169799999999995,-21.532200000000003,Low,Medium,Medium
4673,2289,6,Polar,380.41,-0.943,0.0,3.251,-0.965,49.28,61.37,52,64,46,65,39,65,29,-1.545,378.45,49.92,36.36,-28.594,-19.327,Low,High,Medium
6996,2483,1,Polar,420.13,-0.661,0.0,3.774,0.947,52.53,60.07,49,46,27,2,59,35,3,0.237,418.14,52.99,28.495,-16.2022,-10.6578,Low,High,High
1252,2004,5,Temperate,316.58,-0.748,0.0,2.429,-1.118,80.18,72.83,4,84,42,98,76,32,20,-0.7780000000000002,317.21999999999997,81.02,50.50999999999999,-44.2172,-17.2668,Medium,Medium,Medium
3374,2181,3,Temperate,357.57,1.232,0.0,4.601,0.339,127.55,77.12,15,47,36,72,12,19,83,0.399,357.29,128.02,75.71,-52.6464,-14.1606,High,Low,Medium
2814,2134,7,Coastal,346.16,-0.442,0.0,2.953,0.957,133.05,87.12,94,24,30,18,67,30,41,-0.6230000000000002,341.70000000000005,133.29000000000002,60.445000000000014,-43.836200000000005,-12.3738,Medium,Medium,High
4719,2293,4,Tropics,380.48,-0.705,0.0,3.243,0.972,158.71,81.41,94,80,2,74,36,7,4,-0.8880000000000001,376.58000000000004,159.51000000000002,96.555,-63.0082,-1.3328000000000002,High,Low,High
6544,2445,5,Tropics,414.72,0.928,0.0,4.743,2.416,122.99,79.13,8,81,82,43,80,0,6,3.0759999999999996,415.13000000000005,123.79999999999998,70.19999999999999,-44.50959999999999,-30.954400000000003,High,Medium,Low
4858,2304,11,Coastal,382.32,-0.651,0.0,3.351,1.278,159.39,85.13,11,3,18,79,98,94,16,1.238,381.79999999999995,159.42,61.01,-63.130799999999994,-6.4572,Medium,Low,High
7901,2558,6,Tropics,439.41,-1.055,1.0,3.462,1.161,161.21,85.12,78,80,96,96,79,97,21,0.5609999999999999,436.31000000000006,162.01000000000002,89.20500000000001,-67.5786,-38.06340000000001,High,Low,Low
8580,2615,1,Coastal,449.65,0.084,0.0,4.511,2.165,147.65,86.91,97,17,8,96,39,23,60,0.3050000000000001,444.96999999999997,147.82,71.21,-63.424,-3.0170000000000003,High,Low,High
8427,2602,4,Inland,445.93,0.501,0.0,5.103,0.827,51.19,60.65,95,57,77,12,33,65,71,-0.30300000000000016,441.75,51.76,36.379999999999995,-18.0492,-30.9818,Low,High,Low
1077,1989,10,Inland,313.14,-0.183,0.0,3.05,1.972,114.17,59.91,60,0,31,3,86,42,94,1.082,310.14,114.17,39.885000000000005,-34.4182,-11.7508,Low,High,High
4363,2263,8,Inland,373.4,-0.762,0.0,2.587,1.272,82.59,56.16,42,6,78,17,21,98,85,1.2120000000000002,371.35999999999996,82.65,38.925,-27.7102,-30.472800000000003,Low,High,Low
770,1964,3,Inland,310.09,-0.987,0.0,2.453,0.183,76.69,64.97,34,48,17,69,20,19,11,-0.32700000000000007,308.87,77.17,48.985,-37.0818,-6.996200000000001,Medium,Medium,High
8865,2638,10,Temperate,453.52,-0.777,0.0,4.095,2.412,134.88,73.43,65,70,27,16,24,66,11,1.382,450.96999999999997,135.57999999999998,83.99,-43.3212,-9.9708,High,Medium,High
249,1920,10,Polar,299.34,0.854,0.0,3.654,0.352,54.9,60.25,6,13,32,4,66,26,55,0.552,299.16999999999996,55.03,18.214999999999996,-17.0882,-12.4688,Low,High,High
7239,2503,4,Coastal,424.97,-0.874,0.0,3.536,0.764,101.24,83.43,47,50,78,45,21,39,63,0.604,423.12,101.74,61.67,-39.2804,-30.837600000000002,Medium,Medium,Low
3419,2184,12,Temperate,355.2,0.096,0.0,3.649,1.149,139.15,76.72,7,67,99,59,10,87,78,1.9989999999999999,355.52,139.82,88.00999999999999,-52.9464,-38.400600000000004,High,Low,Low
4976,2314,9,Coastal,384.14,-0.624,0.0,3.507,1.983,161.78,87.91,75,29,71,98,42,15,36,1.193,380.68,162.07,81.335,-67.7438,-27.6842,High,Low,Low
4544,2278,9,Tropics,374.6,-1.238,0.0,2.817,1.29,217.58,82.37,46,22,89,48,86,24,13,1.26,372.52000000000004,217.8,98.3,-74.436,-34.844,High,Low,Low
5565,2363,10,Polar,394.42,-1.212,0.0,3.023,-0.634,49.25,63.51,72,56,7,55,9,70,52,-2.004,391.38,49.81,39.905,-26.7446,-4.0024,Low,High,High
7939,2561,8,Coastal,437.82,1.003,0.0,5.638,2.324,127.61,84.18,11,48,71,25,97,28,62,2.8139999999999996,437.75,128.09,59.04499999999999,-42.3014,-26.711600000000004,Medium,Medium,Low
716,1959,9,Temperate,307.39,-0.712,0.0,2.407,0.272,124.27,68.3,23,60,79,4,29,88,10,0.6020000000000001,306.84000000000003,124.86999999999999,74.635,-38.020199999999996,-31.2388,High,Medium,Low
9652,2704,5,Tropics,468.61,-1.251,0.0,3.513,1.959,157.33,85.89,9,90,35,12,27,65,87,2.129,469.06,158.23,100.71499999999999,-49.017399999999995,-12.7226,High,Medium,High
2048,2070,9,Polar,332.17,0.678,0.0,4.061,0.216,47.53,66.0,16,4,97,16,28,50,76,0.866,331.41,47.57,19.384999999999998,-17.124599999999997,-38.28040000000001,Low,High,Low
5997,2399,10,Tropics,401.48,-0.036,0.0,3.968,1.708,235.24,87.66,85,7,87,19,38,40,46,0.878,397.3,235.31000000000003,112.15500000000002,-74.0418,-34.2732,High,Low,Low
6600,2450,1,Polar,412.01,0.415,1.0,4.838,-0.105,52.88,61.83,90,0,42,65,88,93,78,-1.485,407.51,52.88,8.84,-29.458000000000002,-17.691000000000003,Low,High,Medium
7245,2503,10,Temperate,424.61,-1.105,0.0,3.462,2.289,123.46,72.54,34,5,46,56,27,71,68,2.069,422.96000000000004,123.51,57.855000000000004,-47.4254,-17.158600000000003,Medium,Medium,Medium
4178,2248,3,Temperate,368.83,-0.81,0.0,3.02,-1.072,101.32,72.7,50,21,46,77,19,56,89,-1.612,366.53999999999996,101.52999999999999,53.26499999999999,-46.5038,-19.367200000000004,Medium,Medium,Medium
4809,2300,10,Polar,382.28,0.949,0.0,4.793,0.593,62.55,66.91,9,64,92,96,24,96,49,1.333,382.46999999999997,63.19,45.995000000000005,-37.6238,-36.00020000000001,Low,Medium,Low
9482,2690,3,Polar,464.04,0.011,0.0,4.442,-0.048,38.9,60.24,28,44,86,56,34,74,29,0.2519999999999999,463.08000000000004,39.339999999999996,26.069999999999997,-22.9012,-34.248799999999996,Low,High,Low
7140,2495,1,Polar,422.16,-0.189,0.0,3.654,0.004,59.73,63.4,35,75,35,91,85,47,65,-0.34600000000000003,421.16,60.48,35.739999999999995,-36.4824,-14.2076,Low,Medium,Medium
7190,2499,3,Temperate,424.66,-0.703,0.0,3.557,-0.087,96.36,67.59,34,22,38,29,98,41,67,-0.387,423.18000000000006,96.58,35.29,-34.928799999999995,-15.432200000000002,Low,High,Medium
1460,2021,9,Temperate,321.85,0.697,0.3,4.091,1.369,126.08,67.74,77,98,81,22,84,9,38,0.639,318.98,127.06000000000002,76.13000000000001,-42.2624,-32.0166,High,Medium,Low
5989,2399,2,Polar,402.67,-0.944,0.0,3.554,-1.855,48.46,62.1,96,55,79,47,93,63,63,-2.985,398.42,49.01,22.404999999999994,-25.296999999999997,-33.391,Low,High,Low
2000,2066,9,Coastal,329.58,0.744,0.0,3.964,1.895,162.28,89.78,20,96,58,76,93,88,42,2.075,329.53999999999996,163.24,91.82,-63.342000000000006,-21.955000000000002,High,Low,Medium
8175,2581,4,Inland,441.26,1.13,0.0,5.153,-2.272,60.88,58.93,8,17,91,98,70,7,57,-1.5219999999999998,441.03000000000003,61.05,21.625,-38.523799999999994,-37.313199999999995,Low,Medium,Low
404,1933,9,Coastal,301.37,-0.801,0.0,2.47,0.981,145.45,87.76,71,89,65,45,22,22,11,0.21100000000000008,298.71,146.33999999999997,95.46999999999998,-52.81759999999999,-25.8734,High,Low,Medium
384,1932,1,Inland,301.76,0.61,0.0,3.649,-0.042,102.58,59.75,37,20,32,68,63,29,49,-0.462,300.10999999999996,102.77999999999999,44.78999999999999,-44.61879999999999,-13.077200000000001,Low,Medium,High
9448,2687,5,Coastal,465.92,0.018,0.0,4.59,-1.254,100.39,84.06,52,48,75,41,16,30,11,-1.544,463.8,100.87,61.635000000000005,-39.0786,-30.9264,Medium,Medium,Low
9487,2690,8,Inland,465.0,0.921,0.0,5.196,2.819,84.49,51.29,49,45,5,79,15,62,70,1.889,463.0,84.93999999999998,52.96999999999999,-40.526399999999995,-0.8666,Medium,Medium,High
1633,2036,2,Temperate,325.36,1.047,0.0,4.138,-0.315,139.89,70.48,11,100,9,1,6,68,82,-0.44500000000000006,325.81,140.89,99.24499999999999,-42.644999999999996,-3.867,High,Medium,High
9853,2721,2,Temperate,474.75,1.141,0.0,5.661,2.396,114.14,64.98,4,18,79,0,39,66,38,3.106,474.73,114.32000000000001,54.760000000000005,-33.0536,-29.736400000000003,Medium,High,Low
4784,2298,9,Tropics,379.44,-0.738,0.0,3.263,1.795,203.26,84.81,82,43,37,24,68,1,2,0.5249999999999998,375.77,203.68999999999997,101.14499999999998,-65.69699999999999,-14.485000000000001,High,Low,Medium
9456,2688,1,Tropics,465.45,-0.673,0.0,3.954,2.394,218.07,84.24,69,0,75,45,2,60,36,1.764,462.0,218.07,108.63499999999999,-73.71539999999999,-28.9416,High,Low,Low
6970,2480,11,Coastal,420.56,1.148,0.0,5.445,2.039,161.23,82.98,76,9,87,72,35,43,43,1.3890000000000002,416.84999999999997,161.32,76.36,-62.240399999999994,-33.96660000000001,High,Low,Low
3925,2227,2,Coastal,367.54,0.348,0.0,3.93,0.091,132.52,82.25,84,87,59,72,73,55,55,-0.999,364.21000000000004,133.39000000000001,78.195,-54.8166,-24.1994,High,Low,Medium
4158,2246,7,Tropics,368.44,0.969,0.0,4.57,2.393,137.25,83.86,91,56,90,64,73,32,37,1.4729999999999999,364.45,137.81,71.10499999999999,-53.553799999999995,-35.1162,High,Low,Low
7449,2520,10,Polar,426.6,0.549,0.0,4.571,1.724,61.03,58.76,29,27,40,7,40,84,31,1.544,425.42,61.300000000000004,30.75,-19.1724,-15.0736,Low,High,Medium
8415,2601,4,Coastal,445.7,0.569,0.0,5.098,0.813,106.95,86.46,2,88,44,56,13,51,37,1.2129999999999999,446.47999999999996,107.83,77.715,-43.0638,-16.872200000000003,High,Medium,Medium
2193,2082,10,Coastal,335.4,-0.661,0.0,3.055,-0.032,153.77,89.11,38,41,54,23,19,16,82,-0.252,333.91,154.18,85.59,-50.9548,-21.7512,High,Low,Medium
1015,1984,8,Tropics,312.49,-0.937,0.0,2.197,0.732,191.13,78.09,55,51,10,53,55,27,58,-0.2680000000000001,310.25,191.64,100.11999999999999,-68.19919999999999,-4.1608,High,Low,High
5124,2327,1,Inland,387.62,0.741,0.0,4.484,2.011,112.37,60.21,83,35,79,80,55,10,30,1.141,383.82000000000005,112.72,55.86,-49.35959999999999,-30.9154,Medium,Low,Low
7418,2518,3,Tropics,428.88,-0.724,0.0,3.693,1.211,167.43,79.04,97,25,59,90,51,37,42,-0.1389999999999999,424.28,167.68,81.14,-68.3596,-23.683400000000002,High,Low,Medium
7409,2517,6,Temperate,429.04,-0.141,0.0,4.33,0.698,92.1,64.56,1,57,43,15,14,93,94,1.1079999999999999,429.56,92.66999999999999,60.63499999999999,-30.357799999999994,-16.5352,Medium,High,Medium
8989,2649,2,Inland,454.57,-0.701,0.0,3.822,0.906,78.99,55.62,98,94,88,76,32,4,4,-0.17399999999999982,450.61,79.92999999999999,61.76499999999999,-39.248599999999996,-35.3044,Medium,Medium,Low
2871,2139,4,Tropics,348.05,-0.505,0.0,2.969,0.467,140.82,78.92,100,51,96,52,60,82,85,-0.573,343.56,141.32999999999998,73.96499999999999,-53.02819999999999,-38.74380000000001,High,Low,Low
9,1900,10,Inland,295.93,0.791,0.0,3.662,0.107,115.73,62.44,30,74,37,17,60,7,47,-0.123,295.17,116.47,68.435,-38.39019999999999,-14.873800000000001,Medium,Medium,Medium
1838,2053,3,Polar,325.55,-0.632,0.0,2.366,-3.202,32.43,60.96,60,56,26,78,72,19,33,-4.142,323.11,32.99,18.895000000000003,-27.153800000000004,-12.885200000000001,Low,High,High
4804,2300,5,Temperate,382.28,0.777,0.0,4.619,-0.024,86.72,73.83,21,12,23,7,79,31,28,-0.214,381.34999999999997,86.84,31.220000000000002,-27.537599999999998,-9.3284,Low,High,High
255,1921,4,Polar,301.07,1.138,0.0,3.885,-2.793,24.77,62.75,64,7,17,54,36,27,39,-3.9030000000000005,297.94,24.84,7.319999999999999,-19.813200000000002,-9.1418,Low,High,High
7026,2485,7,Polar,419.08,0.446,0.0,4.607,1.086,41.45,60.03,3,65,69,34,19,53,3,1.7160000000000002,419.58,42.10000000000001,36.75000000000001,-18.7436,-26.570400000000003,Low,High,Low
5713,2376,2,Tropics,398.93,1.299,0.0,4.77,1.914,164.62,84.94,98,36,54,54,14,23,41,0.494,394.39000000000004,164.98000000000002,90.49000000000001,-60.0964,-21.303600000000003,High,Low,Medium
3324,2177,1,Polar,355.24,0.474,0.0,3.871,0.016,70.19,59.06,99,9,16,38,5,88,37,-1.804,350.38,70.27999999999999,36.839999999999996,-29.405599999999996,-7.4824,Low,High,High
7714,2542,11,Polar,434.79,-0.418,0.0,3.997,0.908,44.92,53.73,51,21,100,12,54,12,9,0.888,432.45,45.13,18.065,-15.5838,-39.4672,Low,High,Low
1581,2031,10,Inland,323.57,1.159,0.0,3.945,1.887,100.66,60.39,40,35,1,66,95,54,52,1.097,321.92,101.00999999999999,42.004999999999995,-43.0642,0.2582,Low,Medium,High
924,1977,1,Polar,311.27,0.881,0.0,3.942,-0.589,55.87,65.01,64,23,79,33,51,61,6,-1.079,308.3,56.099999999999994,24.749999999999993,-23.8616,-32.2474,Low,High,Low
2779,2131,8,Coastal,342.1,0.866,0.0,3.95,0.543,117.01,78.99,33,78,16,87,30,63,58,0.04300000000000001,341.23,117.79,76.295,-52.719800000000006,-6.3742,High,Low,High
7891,2557,8,Polar,438.69,-0.064,0.0,4.324,1.004,43.78,65.67,29,57,24,18,61,89,24,0.664,437.81,44.35,27.074999999999996,-16.639400000000002,-9.201600000000001,Low,High,High
6132,2411,1,Temperate,406.23,0.767,0.0,4.458,1.135,111.79,68.69,45,99,24,54,29,66,55,0.475,404.97,112.78,80.29,-44.444,-9.315000000000001,High,Medium,High
5320,2343,5,Temperate,389.69,-0.951,0.0,3.448,0.546,85.58,66.57,40,53,7,65,78,37,74,-0.184,388.21999999999997,86.11,43.355,-38.9066,-2.9104,Low,Medium,High
7312,2509,5,Temperate,430.64,-0.459,0.0,3.863,1.567,112.7,69.12,31,77,75,44,46,75,100,1.697,429.85999999999996,113.47,70.63499999999999,-42.1622,-28.9818,High,Medium,Low
7102,2491,11,Temperate,422.16,0.856,0.0,4.972,2.343,143.18,71.18,73,14,81,0,59,38,18,1.693,418.65000000000003,143.32,64.06,-42.318799999999996,-31.3842,Medium,Medium,Low
6042,2403,7,Coastal,402.78,-1.079,0.0,3.469,2.216,120.31,79.52,1,46,27,21,95,49,87,2.466,403.18999999999994,120.77,55.185,-39.444599999999994,-9.320400000000001,Medium,Medium,High
3775,2214,8,Coastal,362.42,-0.139,0.0,3.198,1.549,133.72,84.7,71,80,93,32,52,42,38,1.0590000000000002,359.67,134.52,80.86,-46.3324,-36.564600000000006,High,Medium,Low
4835,2302,12,Polar,378.02,-0.216,0.0,3.789,-0.52,55.16,63.02,16,32,63,92,44,91,63,-0.21000000000000008,377.53999999999996,55.48,28.539999999999996,-35.128,-25.326000000000004,Low,High,Medium
4964,2313,9,Tropics,384.69,-0.655,0.0,3.292,1.456,207.2,83.86,69,84,9,15,43,58,62,0.16599999999999984,382.08,208.04,120.62,-65.34559999999999,-3.5004000000000004,High,Low,High
539,1944,12,Coastal,304.91,0.785,0.0,3.135,1.0,147.46,85.21,90,91,8,69,64,42,100,-0.7200000000000001,301.32000000000005,148.37,88.685,-58.599000000000004,-3.632,High,Low,High
7483,2523,8,Temperate,426.69,-0.983,0.0,3.548,1.457,87.02,67.46,20,4,22,26,50,38,73,1.277,425.73,87.06,34.730000000000004,-30.807199999999998,-8.033800000000001,Low,High,High
2745,2128,10,Tropics,345.7,-1.216,0.0,2.348,1.315,254.08,83.63,97,65,27,71,59,79,94,-0.355,341.49999999999994,254.73000000000002,135.065,-90.761,-11.013,High,Low,High
3719,2209,12,Tropics,363.25,-0.014,0.0,3.904,1.979,232.79,78.12,0,39,8,3,29,23,84,2.059,363.64,233.17999999999998,122.49,-69.73039999999999,-1.9646000000000001,High,Low,High
6819,2468,4,Temperate,417.9,-0.544,0.0,3.394,-0.108,103.9,71.42,39,82,82,49,18,85,5,-0.06799999999999995,416.77,104.72,73.36,-41.2432,-32.8408,High,Medium,Low
9337,2678,2,Coastal,463.83,-0.953,0.0,3.94,1.486,149.74,81.57,53,80,100,34,88,44,38,1.426,461.98,150.54000000000002,81.67000000000002,-51.39160000000001,-39.1444,High,Low,Low
4468,2272,5,Coastal,377.64,0.772,0.0,4.203,0.8,95.21,86.69,0,89,0,35,59,94,11,0.8,378.53,96.1,62.95,-35.51,0.48,Medium,High,High
667,1955,8,Tropics,306.23,0.577,0.0,3.386,0.579,182.21,85.79,84,28,49,66,98,80,83,-0.611,302.31,182.49,80.04500000000002,-68.1914,-19.9666,High,Low,Medium
7575,2531,4,Temperate,431.9,0.91,0.0,5.306,1.573,106.36,67.97,77,77,47,95,87,90,29,0.5029999999999999,428.81999999999994,107.13,59.264999999999986,-50.937799999999996,-18.4982,Medium,Low,Medium
8549,2612,6,Polar,448.04,0.498,0.0,4.837,0.504,42.54,64.58,31,81,2,77,89,23,85,-0.09599999999999999,447.3,43.35,28.175,-28.4434,-0.8576,Low,High,High
5063,2321,12,Inland,387.08,1.021,0.0,4.913,2.056,106.09,56.36,63,77,6,18,29,56,45,0.8560000000000001,384.7,106.86,70.73,-35.315599999999996,-1.8864000000000003,High,High,High
1353,2012,10,Tropics,318.45,-0.769,0.0,2.379,0.91,223.06,89.19,16,60,12,59,67,18,0,0.7100000000000001,318.25,223.66000000000003,116.43,-78.61399999999999,-4.3740000000000006,High,Low,High
7114,2492,11,Coastal,422.47,-0.742,0.0,3.914,1.665,183.64,88.59,13,78,37,40,58,33,30,1.775,422.6,184.42,104.00999999999999,-62.61599999999999,-13.735000000000001,High,Low,Medium
9773,2714,6,Inland,471.27,-0.756,0.0,4.185,1.765,69.41,60.74,77,5,32,29,23,0,21,0.5449999999999999,467.46999999999997,69.46000000000001,31.630000000000003,-26.42,-12.473,Low,High,High
8662,2621,11,Temperate,451.01,0.178,0.0,4.679,2.108,143.67,71.76,71,81,87,23,10,56,19,1.5580000000000003,448.27,144.48,94.53999999999999,-47.3208,-33.8652,High,Medium,Low
2703,2125,4,Polar,342.09,0.431,0.0,3.438,-1.042,37.15,60.63,6,44,17,74,33,80,87,-0.9919999999999999,342.22999999999996,37.589999999999996,25.394999999999996,-26.4738,-7.395200000000001,Low,High,High
3330,2177,7,Inland,356.72,-0.273,0.0,3.452,0.846,80.23,59.76,18,23,4,20,93,43,95,0.526,356.05000000000007,80.46000000000001,28.53,-27.9276,-1.2844000000000002,Low,High,High
8053,2571,2,Coastal,439.34,1.05,0.0,4.957,1.625,128.48,86.92,92,21,45,28,49,62,9,0.23499999999999993,434.94999999999993,128.69,60.845,-44.113,-17.859,Medium,Medium,Medium
3584,2198,9,Polar,361.18,-1.151,0.0,2.756,-0.066,54.0,63.05,9,74,26,35,1,24,96,0.014000000000000012,361.47,54.74,49.37,-23.4164,-10.3916,Medium,High,High
9441,2686,10,Coastal,465.08,0.408,0.0,4.575,2.798,153.38,86.22,0,88,27,10,25,87,58,3.068,465.96,154.26,98.53,-47.050799999999995,-8.959200000000001,High,Medium,High
5645,2370,6,Temperate,395.98,0.609,0.0,4.581,0.77,105.03,65.71,73,23,52,63,2,74,66,-0.16999999999999993,392.56000000000006,105.26,59.13,-44.246,-20.902,Medium,Medium,Medium
3376,2181,5,Coastal,355.87,0.634,0.0,4.498,1.056,100.29,82.04,29,30,45,33,75,86,77,0.9260000000000002,354.72,100.59000000000002,44.29500000000001,-36.406600000000005,-17.4444,Low,Medium,Medium
1256,2004,9,Coastal,317.84,-0.665,0.0,2.67,0.482,155.76,93.15,73,33,24,51,69,18,5,-0.738,314.52,156.09,74.14500000000001,-57.3222,-10.042800000000002,High,Low,High
6190,2415,11,Coastal,407.36,1.052,0.0,5.048,2.249,146.66,88.37,17,52,67,84,21,15,69,2.579,407.03,147.18,84.99,-59.92240000000001,-25.2526,High,Low,Medium
5348,2345,9,Temperate,392.78,0.436,0.0,4.168,1.825,141.3,72.73,99,79,46,27,77,48,35,0.305,388.62,142.09,79.345,-47.905,-18.217000000000002,High,Medium,Medium
4175,2247,12,Tropics,368.31,-0.719,0.0,3.161,1.091,237.93,87.48,26,44,44,84,11,95,7,1.011,367.45,238.37,130.185,-87.9066,-16.9934,High,Low,Medium
4910,2309,3,Tropics,383.54,-0.556,0.0,3.578,1.052,144.49,83.67,94,43,3,35,5,68,97,-0.798,379.27000000000004,144.92,84.36,-50.795199999999994,-1.6788000000000003,High,Low,High
1852,2054,5,Tropics,328.62,-0.889,0.0,2.56,0.251,159.65,82.91,99,29,29,81,70,57,27,-1.439,323.96000000000004,159.94,74.67,-64.7576,-12.463400000000002,High,Low,High
6316,2426,5,Coastal,408.47,0.647,0.0,4.886,0.893,104.18,86.61,30,3,83,11,74,32,69,1.1230000000000002,407.0,104.21000000000001,38.205,-33.0138,-32.5262,Low,High,Low
9854,2721,3,Coastal,472.14,0.852,0.0,5.664,1.059,95.95,85.16,30,76,14,81,35,44,48,0.599,471.4,96.71000000000001,64.155,-44.9734,-5.240600000000001,Medium,Medium,High
2105,2075,6,Polar,334.31,0.598,0.0,3.709,-0.875,44.39,58.55,93,25,6,76,4,17,47,-2.6750000000000003,329.91,44.64,29.02,-29.662,-4.005000000000001,Low,High,High
133,1911,2,Inland,297.42,1.209,0.0,4.109,-0.251,100.26,61.66,91,82,21,14,85,18,100,-1.8610000000000002,293.69,101.08,58.14,-33.868399999999994,-9.5166,Medium,High,High
5029,2319,2,Polar,386.22,-0.619,0.0,3.566,-2.901,50.91,64.41,99,60,42,32,32,93,95,-4.461,381.87000000000006,51.50999999999999,37.355,-23.6374,-19.4766,Low,High,Medium
928,1977,5,Tropics,311.44,-0.068,0.0,3.013,0.287,137.96,80.74,31,25,1,92,42,24,61,-0.323,310.14,138.21,68.205,-59.9922,-0.5938,Medium,Low,High
823,1968,8,Polar,311.83,-0.658,1.0,2.704,-1.436,38.78,63.25,45,17,78,25,81,47,78,-1.5559999999999998,309.75,38.949999999999996,8.374999999999996,-17.3074,-32.1336,Low,High,Low
7576,2531,5,Tropics,430.5,0.59,0.0,4.958,2.031,118.65,79.13,73,30,66,67,66,42,99,1.2310000000000003,427.15000000000003,118.95000000000002,55.275000000000006,-48.5926,-25.6614,Medium,Medium,Medium
1531,2027,8,Coastal,322.7,-0.316,0.0,3.068,0.705,132.79,80.55,83,78,47,9,19,54,71,-0.48500000000000015,319.33,133.57,86.385,-42.065,-19.091,High,Medium,Medium
1214,2001,3,Tropics,315.83,0.902,0.0,3.831,1.264,146.28,78.2,52,32,44,22,85,28,7,0.6639999999999999,313.54999999999995,146.60000000000002,65.9,-48.1144,-17.201600000000003,Medium,Medium,Medium
504,1942,1,Polar,305.15,0.474,0.0,3.125,-1.163,57.56,63.8,83,48,2,55,63,28,82,-2.8030000000000004,301.48,58.04,30.82,-29.5332,-2.4818000000000002,Low,High,High
6530,2444,3,Temperate,409.51,-0.774,0.0,3.493,-0.134,110.72,72.36,29,70,21,95,47,31,15,-0.504,408.76,111.41999999999999,67.30999999999999,-52.627599999999994,-8.7024,Medium,Low,High
3072,2156,1,Inland,350.27,1.072,0.0,4.216,0.256,102.73,59.89,19,50,63,60,74,28,47,0.506,349.82,103.23,51.81500000000001,-42.7666,-24.896400000000003,Medium,Medium,Medium
9086,2657,3,Tropics,458.88,0.778,0.0,4.965,1.722,142.51,79.48,31,68,59,62,70,92,6,1.6919999999999997,458.01,143.18999999999997,77.99499999999998,-54.680199999999985,-22.5848,High,Low,Medium
8647,2620,8,Polar,451.97,0.556,0.0,5.145,0.835,48.99,58.56,94,67,47,6,80,86,99,-0.5750000000000002,447.94000000000005,49.66,28.929999999999993,-16.328,-19.145,Low,High,Medium
6619,2451,8,Polar,414.76,0.898,0.0,4.884,0.724,45.46,62.65,84,80,85,77,40,86,51,-0.10599999999999998,411.36,46.26,39.129999999999995,-29.3204,-34.0636,Low,High,Low
9273,2672,10,Polar,461.07,-0.375,0.0,4.416,1.518,41.1,56.2,38,6,23,58,28,4,22,0.988,459.23,41.160000000000004,16.78,-23.5528,-8.6072,Low,High,High
3709,2209,2,Temperate,359.7,-0.31,0.0,3.402,0.433,107.73,71.71,22,2,35,60,63,66,87,0.343,358.61999999999995,107.75,41.875,-44.187799999999996,-13.7942,Low,Medium,Medium
4849,2304,2,Tropics,382.28,-0.888,0.0,3.178,0.494,200.34,81.88,12,21,7,68,56,50,100,0.324,381.88999999999993,200.55,95.375,-73.6354,-2.6056000000000004,High,Low,High
4748,2295,9,Coastal,380.41,1.01,0.0,4.557,2.222,138.94,81.94,12,59,10,55,77,34,1,2.082,380.4,139.53,72.065,-52.0262,-2.7508,High,Low,High
4268,2255,9,Tropics,373.45,0.856,0.0,4.223,1.604,186.78,81.09,45,71,60,45,14,43,34,1.304,371.90999999999997,187.49,112.245,-64.72540000000001,-23.2176,High,Low,Medium
9878,2723,3,Inland,471.91,-0.451,0.0,4.473,-0.164,86.81,63.46,97,71,55,54,63,27,35,-1.554,467.77,87.52,52.46,-37.6776,-22.9324,Medium,Medium,Medium
8905,2642,2,Tropics,456.91,0.379,0.0,4.868,2.395,174.09,80.25,51,73,71,22,96,30,25,2.085,455.09000000000003,174.82,90.11,-56.01199999999999,-27.149,High,Low,Low
4186,2248,11,Inland,370.75,-0.844,0.0,2.911,1.585,105.94,60.12,95,100,84,51,95,32,84,0.5249999999999998,367.0,106.94,64.47,-42.072,-33.285000000000004,Medium,Medium,Low
5301,2341,10,Coastal,391.5,1.218,0.0,5.004,1.64,159.81,84.95,74,52,6,43,4,63,76,0.21999999999999992,388.32,160.33,94.965,-56.611000000000004,-2.2680000000000002,High,Low,High
2923,2143,8,Tropics,347.39,-1.081,0.0,2.706,1.485,187.09,83.29,20,99,23,40,0,64,39,1.315,347.38,188.08,123.74000000000001,-63.897999999999996,-8.411000000000001,High,Low,High
6588,2449,1,Inland,415.8,-1.062,0.0,3.388,0.853,90.76,55.01,28,58,74,20,82,100,44,1.033,414.98,91.34,46.67,-30.9888,-28.9802,Low,High,Low
