Region,Temperature_C,Rainfall_mm,Humidity_%,CO2_ppm,Flood_Risk,Drought_Risk,Heatwave_Risk,Date
kashmir,13.0775,498.41,67.22749999999999,380.53999999999996,0,0,0,2016-02
kashmir,23.95,105.79,60.91,397.6,0,0,0,2016-03
kashmir,18.619999999999997,294.53999999999996,65.695,395.29499999999996,0,0,0,2016-04
kashmir,28.04,582.16,65.335,374.11,1,0,0,2016-06
kashmir,27.99,421.09,73.98,381.75,1,0,0,2016-07
kashmir,22.005,1112.96,64.965,384.59000000000003,1,0,0,2016-08
kashmir,17.165,474.40999999999997,69.72999999999999,376.525,1,0,0,2016-10
kashmir,10.515,306.78,65.62,396.925,0,0,0,2016-11
kashmir,9.76,189.02,56.46,408.88,1,0,0,2016-12
kashmir,11.56,147.28,69.04,372.54,0,0,0,2017-01
kashmir,15.366666666666667,368.96,62.083333333333336,388.25666666666666,0,0,0,2017-03
kashmir,21.49,122.07,64.89,383.74,0,0,0,2017-04
kashmir,26.083333333333332,876.77,69.73,397.0833333333333,1,0,0,2017-06
kashmir,22.86,881.0,65.975,382.73,1,0,0,2017-07
kashmir,24.05,1595.62,62.76666666666667,391.73,1,0,0,2017-08
kashmir,22.59,522.37,70.72,380.82,1,0,0,2017-09
kashmir,17.46,215.89,65.88,380.86,1,0,0,2017-10
kashmir,11.61,402.12,63.845,390.5,1,0,0,2017-11
kashmir,7.54,182.99,58.89,385.14,1,0,0,2017-12
kashmir,12.538,657.64,69.076,381.788,0,0,0,2018-01
kashmir,14.61,128.12,68.41,378.65,0,0,0,2018-02
kashmir,17.235,207.76,63.705,401.525,0,0,0,2018-03
kashmir,25.45,137.8,60.12,378.88,0,0,0,2018-04
kashmir,26.540000000000003,490.94,63.74333333333334,385.21000000000004,1,0,0,2018-05
kashmir,25.439999999999998,521.24,66.37,389.925,1,0,0,2018-06
kashmir,22.542,2543.94,63.084,381.928,1,0,1,2018-09
kashmir,16.84,952.65,61.2875,388.115,1,0,0,2018-10
kashmir,13.35,222.44,68.14,393.07,1,0,0,2018-11
kashmir,9.47,133.54,64.27,389.79,0,0,0,2018-12
kashmir,11.49,167.96,71.04,387.63,0,0,0,2019-01
kashmir,11.735,258.1,66.545,385.225,0,0,0,2019-02
kashmir,26.305,728.59,64.58500000000001,387.855,1,0,0,2019-05
kashmir,26.66,1318.62,65.4725,377.48249999999996,1,0,0,2019-06
kashmir,26.009999999999998,912.17,67.83500000000001,391.08500000000004,1,0,0,2019-07
kashmir,23.735,1102.6599999999999,63.64,395.115,1,0,0,2019-08
kashmir,19.67,1559.73,57.89000000000001,380.59666666666664,1,0,0,2019-09
kashmir,10.44,182.46,66.48,391.35,1,0,0,2019-10
kashmir,14.24,226.19,61.4,386.6,1,0,0,2019-11
kashmir,7.779999999999999,294.6,60.35,405.04999999999995,0,0,0,2019-12
kashmir,14.51,272.90999999999997,58.18000000000001,388.935,0,0,1,2020-01
kashmir,14.94,133.49,71.53,403.05,0,0,0,2020-02
kashmir,16.2,263.45,62.114999999999995,389.245,0,0,0,2020-03
kashmir,24.535,373.61,66.34,395.61,1,0,0,2020-05
kashmir,25.28,201.61,64.01,391.89,1,0,0,2020-06
kashmir,25.91,2743.52,66.71166666666666,386.5566666666667,1,0,0,2020-07
kashmir,13.493333333333332,587.88,67.82000000000001,384.8633333333333,1,0,0,2020-11
kashmir,7.11,157.11,69.66,409.32,0,0,0,2020-12
kashmir,6.5,182.71,69.28,412.64,1,0,0,2021-01
kashmir,10.71,141.82,67.6,407.36,0,0,0,2021-03
kashmir,20.465,329.73,61.525,399.96000000000004,1,0,0,2021-04
kashmir,27.695,315.26,67.66,388.14,1,0,0,2021-05
kashmir,26.59,185.57,62.56,389.08,1,0,0,2021-06
kashmir,26.299999999999997,816.49,69.845,405.245,1,0,0,2021-07
kashmir,20.22,1060.45,65.44999999999999,390.5,1,0,0,2021-08
kashmir,24.015,1084.01,64.755,382.88,1,0,0,2021-09
kashmir,17.419999999999998,676.28,57.61333333333334,391.0133333333333,1,0,0,2021-10
kashmir,15.61,206.95,73.65,386.65,1,0,0,2021-11
kashmir,7.4,319.23,59.515,395.595,0,0,0,2021-12
kashmir,9.74,142.05,61.8,389.41,0,0,0,2022-01
kashmir,18.495,280.64,65.91,386.175,0,0,0,2022-02
kashmir,19.33,212.73000000000002,65.735,393.105,0,0,0,2022-03
kashmir,24.42,115.08,65.34,379.27,0,0,0,2022-04
kashmir,27.2,668.55,68.215,396.4425,1,0,0,2022-05
kashmir,29.12,259.83,68.69,402.7,1,0,0,2022-06
kashmir,20.22,448.27,67.65,402.72,1,0,0,2022-07
kashmir,24.065,1024.87,69.84,402.69,1,0,0,2022-08
kashmir,22.82,521.63,69.39,393.6,1,0,0,2022-09
kashmir,9.486666666666666,676.7,66.32,394.00666666666666,1,0,0,2022-10
kashmir,9.655000000000001,369.13,62.46,397.765,1,0,0,2022-11
kashmir,9.85,182.69,66.97,389.38,1,0,0,2022-12
kashmir,10.81,115.48,56.97,403.51,0,0,0,2023-01
kashmir,14.7,289.25,64.025,402.285,0,0,0,2023-02
kashmir,19.22,258.15999999999997,61.235,393.42,0,0,0,2023-03
kashmir,18.936666666666667,387.97,62.74000000000001,398.42333333333335,0,0,0,2023-04
kashmir,24.78,151.97,60.54,399.38,0,0,0,2023-05
kashmir,25.424999999999997,371.03,63.38,407.72,1,0,0,2023-06
kashmir,17.97,1029.8600000000001,59.480000000000004,387.17499999999995,1,0,0,2023-09
kashmir,13.96,194.89,75.96,388.18,1,0,0,2023-10
kashmir,13.915,371.55,66.16499999999999,397.72,1,0,0,2023-11
kashmir,15.08,140.34,64.05,399.81,0,0,0,2023-12
kashmir,9.955,302.03999999999996,66.555,408.315,0,0,0,2024-01
kashmir,15.415,242.15999999999997,62.24,411.89,0,0,0,2024-03
kashmir,20.66,434.66,62.803333333333335,400.8233333333333,0,0,0,2024-04
kashmir,27.314999999999998,1146.07,62.557500000000005,399.235,1,0,0,2024-06
kashmir,25.986666666666668,1590.8,64.47333333333334,396.03999999999996,1,0,0,2024-08
kashmir,12.96,405.84000000000003,61.36,403.405,1,0,0,2024-11
kashmir,13.19,189.08,60.46,411.47,1,0,0,2024-12
kashmir,16.259999999999998,253.14,68.59,403.665,0,0,0,2025-01
kashmir,13.7125,437.68,62.145,405.51,0,0,0,2025-02
kashmir,21.95,140.59,69.78,394.79,0,0,0,2025-03
kashmir,18.45,146.34,67.03,398.15,0,0,0,2025-04
kashmir,27.66333333333333,512.61,60.96333333333333,406.86999999999995,1,0,0,2025-05
kashmir,26.040000000000003,944.38,65.33,406.8533333333333,1,0,0,2025-06
kashmir,26.03,400.97,55.1,402.31,1,0,0,2025-07
kashmir,21.68,567.8,60.94,402.13,1,0,0,2025-08
kashmir,17.92,471.69,64.34,392.32500000000005,1,0,0,2025-10
kolkata,26.52,155.87,82.99,429.93,1,0,0,2015-10
kolkata,23.035,284.52,70.14,436.145,1,0,0,2015-11
kolkata,22.67,97.86,77.71,430.19,0,0,0,2015-12
kolkata,20.49,110.9,77.0,429.58,0,0,0,2016-01
kolkata,22.72,421.76,78.6725,441.365,0,0,0,2016-02
kolkata,26.675,203.72,75.97999999999999,429.265,0,0,0,2016-03
kolkata,38.74,136.61,82.4,449.41,0,0,0,2016-04
kolkata,37.3,120.14,85.1,439.03,0,0,0,2016-05
kolkata,37.056666666666665,581.34,80.57333333333332,431.18666666666667,1,0,0,2016-06
kolkata,29.959999999999997,1205.19,81.12333333333333,424.1066666666666,1,0,0,2016-09
kolkata,28.54,151.22,79.3,443.41,1,0,0,2016-10
kolkata,26.28333333333333,440.25,76.99,430.56666666666666,0,0,0,2016-11
kolkata,20.445,290.72,84.25,431.115,0,0,0,2016-12
kolkata,28.86,98.93,85.26,439.13,0,0,0,2017-02
kolkata,28.42,193.82,80.47,430.53499999999997,0,0,0,2017-03
kolkata,40.1,151.32,85.75,428.76,1,0,0,2017-05
kolkata,30.85,210.79,79.18,451.34,1,0,0,2017-06
kolkata,36.14,295.77,76.89,449.27,1,0,0,2017-07
kolkata,30.62,425.25,81.39,429.66,1,0,0,2017-09
kolkata,23.990000000000002,365.75,81.54499999999999,430.32,1,0,0,2017-10
kolkata,24.13,115.91,75.04,426.26,0,0,0,2017-11
kolkata,22.665,258.88,78.505,428.33500000000004,0,0,0,2017-12
kolkata,23.01,99.99,84.87,430.88,0,0,0,2018-01
kolkata,31.08,201.98000000000002,68.97,438.58500000000004,0,0,1,2018-02
kolkata,29.91,185.06,82.03999999999999,457.20000000000005,0,0,0,2018-03
kolkata,36.52,138.33,74.49,433.15,0,0,0,2018-05
kolkata,46.04,286.84,83.09,435.93,1,0,1,2018-06
kolkata,37.72,637.3,82.935,440.995,1,0,0,2018-07
kolkata,36.21333333333333,1222.62,79.61333333333333,440.05333333333334,1,0,0,2018-08
kolkata,25.613333333333333,518.11,84.77333333333333,432.15333333333336,1,0,0,2018-10
kolkata,23.16,124.02,76.14,434.2,0,0,0,2018-11
kolkata,21.266,669.08,80.556,442.192,0,0,0,2018-12
kolkata,27.33,84.06,77.37,445.13,0,0,0,2019-01
kolkata,27.88,114.23,80.43,430.0,0,0,0,2019-02
kolkata,33.13,89.71,75.12,446.05,0,0,0,2019-03
kolkata,34.58,118.9,73.97,442.64,0,0,0,2019-04
kolkata,37.66,115.89,74.73,457.94,0,0,0,2019-05
kolkata,38.36166666666667,1350.1,79.60000000000001,433.815,1,0,0,2019-06
kolkata,34.64,379.53,83.31,449.94,1,0,0,2019-07
kolkata,36.12,435.64,85.34,437.35,1,0,0,2019-08
kolkata,33.575,819.4000000000001,77.445,436.92499999999995,1,0,0,2019-09
kolkata,24.32,299.55,77.57,443.36,0,0,0,2019-11
kolkata,22.436,521.03,78.584,441.724,0,0,0,2019-12
kolkata,19.71,115.11,84.24,437.17,0,0,0,2020-02
kolkata,30.1325,378.7,79.91,440.4525,0,0,0,2020-03
kolkata,34.55,121.81,84.87,445.55,0,0,0,2020-04
kolkata,36.705,262.03999999999996,79.27,456.415,0,0,0,2020-05
kolkata,40.620000000000005,887.66,77.9125,431.3275,1,0,1,2020-06
kolkata,37.71,1344.92,84.545,439.105,1,0,0,2020-07
kolkata,36.67,810.38,79.555,435.755,1,0,0,2020-08
kolkata,30.34,410.73,78.46,433.55,1,0,0,2020-09
kolkata,26.8,325.15,74.97999999999999,449.135,1,0,0,2020-10
kolkata,17.69,135.9,82.72,420.05,0,0,0,2020-11
kolkata,20.11,274.4,76.09,438.15999999999997,0,0,0,2020-12
kolkata,21.94,110.42,72.76,447.16,0,0,0,2021-01
kolkata,30.275,174.68,80.45,444.97,0,0,0,2021-02
kolkata,34.68,216.49,80.945,439.265,0,0,0,2021-04
kolkata,35.0,209.91000000000003,84.795,445.825,0,0,0,2021-05
kolkata,39.653333333333336,663.6,78.05666666666667,452.7833333333333,1,0,0,2021-06
kolkata,38.54,650.16,84.305,450.09,1,0,0,2021-07
kolkata,38.875,843.14,83.63499999999999,442.945,1,0,1,2021-08
kolkata,28.02,282.35,79.785,445.44,0,0,0,2021-10
kolkata,26.59,443.94,72.68666666666667,439.8566666666666,0,0,1,2021-11
kolkata,23.146666666666665,434.9,74.56333333333333,446.5466666666666,1,0,0,2021-12
kolkata,28.2775,579.83,75.5075,451.21500000000003,1,1,0,2022-02
kolkata,26.86,114.04,82.36,440.5,0,0,0,2022-03
kolkata,30.78,109.55,73.48,447.71,0,0,0,2022-04
kolkata,34.945,188.83999999999997,77.025,450.545,0,0,0,2022-05
kolkata,39.64,651.19,86.56333333333333,444.1033333333333,1,0,1,2022-06
kolkata,33.77,380.67,92.92,456.62,1,0,0,2022-07
kolkata,32.93666666666667,1176.77,83.08,431.26666666666665,1,0,0,2022-08
kolkata,32.7475,1534.26,80.9775,440.675,1,0,0,2022-09
kolkata,23.956666666666667,496.54,78.08999999999999,448.3333333333333,1,0,0,2022-10
kolkata,22.64,248.92000000000002,79.715,449.11,0,0,0,2022-11
kolkata,22.060000000000002,390.56,83.98333333333333,450.02,0,0,0,2022-12
kolkata,26.305,185.91,65.515,455.57,0,0,1,2023-01
kolkata,24.02,87.26,76.88,442.47,0,0,0,2023-02
kolkata,35.114999999999995,184.82,81.065,459.325,0,0,0,2023-04
kolkata,37.625,508.42999999999995,79.02000000000001,448.59000000000003,1,0,0,2023-05
kolkata,41.855000000000004,398.17999999999995,76.21,456.18,1,0,1,2023-06
kolkata,37.795,729.34,81.12,450.615,1,0,0,2023-07
kolkata,31.365,860.97,75.75999999999999,464.975,1,0,0,2023-08
kolkata,29.445,734.5,76.38,446.85,1,0,0,2023-09
kolkata,26.189999999999998,493.56000000000006,86.51666666666667,450.2266666666667,1,0,0,2023-10
kolkata,26.9,151.43,86.15,457.18,1,0,0,2023-11
kolkata,23.2775,468.90999999999997,83.2075,446.64750000000004,0,0,0,2023-12
kolkata,22.876666666666665,357.19,79.19333333333333,456.4866666666667,0,0,0,2024-01
kolkata,27.02,105.31,80.71,435.41,0,0,0,2024-02
kolkata,31.68,210.74,78.11,454.49,0,0,0,2024-03
kolkata,37.62,106.95,77.29,451.63,0,0,0,2024-04
kolkata,38.230000000000004,262.44,84.47999999999999,452.505,1,0,0,2024-05
kolkata,35.41,177.34,86.38,451.61,1,0,0,2024-06
kolkata,35.760000000000005,697.3,81.06,438.5,1,0,0,2024-07
kolkata,35.70333333333333,1251.89,77.78666666666668,448.08666666666664,1,0,0,2024-08
kolkata,28.505000000000003,816.4300000000001,83.555,454.03499999999997,1,0,0,2024-09
kolkata,29.09,361.61,84.695,465.515,1,0,0,2024-10
kolkata,18.74,131.19,74.98,449.68,0,0,0,2024-11
kolkata,26.42,291.87,85.12,451.625,1,0,0,2024-12
kolkata,25.7,617.77,77.89833333333333,454.7616666666666,0,0,0,2025-01
kolkata,22.993333333333336,334.36,78.19666666666667,457.84,0,0,0,2025-02
kolkata,32.07,152.32999999999998,76.48,455.39,0,0,0,2025-03
kolkata,32.225,221.69,77.37,466.46000000000004,0,0,0,2025-04
kolkata,36.08,408.01,77.45,457.74,1,0,0,2025-05
kolkata,36.7,204.38,88.89,456.31,1,0,0,2025-06
kolkata,36.525000000000006,679.88,80.605,445.29999999999995,1,0,0,2025-07
kolkata,31.76,427.93,70.47,448.86,1,0,0,2025-08
kolkata,35.065,830.89,84.775,457.235,1,0,0,2025-09
lahore,23.55,25.41,65.49,452.54,0,0,0,2015-11
lahore,21.145,278.51,71.3775,443.7825,0,0,0,2016-01
lahore,28.64,56.64,68.43,460.95,0,0,0,2016-02
lahore,28.37,310.01,67.33666666666666,448.18666666666667,0,0,0,2016-03
lahore,31.81,96.08,61.23,447.58,0,0,0,2016-04
lahore,33.06,85.67,61.13,427.01,0,0,0,2016-05
lahore,36.1725,361.14,68.78999999999999,442.9225,0,0,0,2016-06
lahore,28.53,47.67,70.31,423.23,0,0,0,2016-07
lahore,31.47,27.91,64.76,449.74,0,0,0,2016-08
lahore,27.01,106.53,70.04,444.92,0,0,0,2016-09
lahore,23.765,73.42,62.08500000000001,449.95000000000005,0,0,0,2016-10
lahore,23.01,58.64,67.65,445.05,0,0,0,2016-11
lahore,20.03,56.29,62.39,449.09,0,0,0,2016-12
lahore,22.525,66.52,63.035,443.66499999999996,0,1,0,2017-01
lahore,26.97,53.16,59.91,441.76,0,0,0,2017-02
lahore,26.005000000000003,156.66,66.225,449.385,0,0,0,2017-03
lahore,35.59,94.75,65.8,442.94,0,0,0,2017-04
lahore,31.56,66.64,66.55,444.48,0,0,0,2017-05
lahore,39.22,139.37,66.635,452.90999999999997,0,0,0,2017-06
lahore,36.335,121.89999999999999,66.355,440.36,0,0,0,2017-07
lahore,31.57,55.17,70.44,449.94,0,0,0,2017-08
lahore,32.47,10.41,64.52,437.54,0,1,0,2017-09
lahore,25.54,125.31,63.922000000000004,433.79799999999994,0,0,0,2017-10
lahore,22.32,53.79,68.68,441.01,0,0,0,2018-01
lahore,20.96,101.82,66.81,446.03,0,0,0,2018-02
lahore,31.56,60.71,56.28,449.07,0,0,0,2018-03
lahore,30.03,76.81,59.49,449.42,0,0,0,2018-04
lahore,33.835,154.69,68.0,450.315,0,0,0,2018-05
lahore,32.42,209.82999999999998,69.625,449.70500000000004,0,0,0,2018-06
lahore,33.08,62.87,58.9,434.86,0,0,0,2018-07
lahore,33.88,72.38,66.04,423.96,0,0,0,2018-08
lahore,24.305,45.57,61.485,450.20500000000004,0,0,0,2018-10
lahore,20.23,4.1,63.4,448.94,0,0,0,2018-11
lahore,19.97666666666667,131.67,67.67666666666666,452.3766666666667,0,0,0,2018-12
lahore,29.35,313.82,67.16499999999999,445.90999999999997,0,0,0,2019-03
lahore,32.480000000000004,161.91,66.02,446.105,0,0,0,2019-04
lahore,37.545,121.83,63.875,451.01,0,0,0,2019-05
lahore,34.42,102.75,65.96,447.94500000000005,0,0,0,2019-06
lahore,37.7,191.66000000000003,63.08,458.195,0,0,0,2019-07
lahore,32.03,59.79,61.24,445.74,0,0,0,2019-08
lahore,35.2,34.11,63.14,441.92,0,0,0,2019-09
lahore,21.11,29.36,66.87333333333333,459.53999999999996,0,0,0,2019-11
lahore,19.83,49.12,66.26,460.23,0,0,0,2019-12
lahore,23.1,40.7,66.18,450.39,0,0,0,2020-01
lahore,23.515,108.81,61.71,458.26,0,0,0,2020-02
lahore,35.5975,356.25,60.57,442.75,0,0,0,2020-05
lahore,34.61,228.73000000000002,61.99666666666667,451.17,0,0,0,2020-07
lahore,29.94,38.39,63.78,463.61,0,0,0,2020-08
lahore,24.72,93.19,66.015,450.89,0,0,0,2020-10
lahore,23.755000000000003,76.03,64.11500000000001,455.23,0,0,0,2020-11
lahore,17.98,0.0,56.83,445.16,0,1,0,2020-12
lahore,26.41,72.47,69.43,448.07,0,0,0,2021-03
lahore,34.13666666666666,209.75,68.90333333333334,455.93,0,0,0,2021-04
lahore,39.06333333333333,240.70999999999998,66.95,443.02,0,0,0,2021-05
lahore,35.765,152.42,68.975,464.61,0,0,0,2021-06
lahore,35.39,53.25,56.56,452.85,0,0,0,2021-07
lahore,30.906666666666666,190.25,64.81333333333333,463.0,0,0,0,2021-08
lahore,28.13,44.19,71.19,445.99,0,0,0,2021-09
lahore,23.74,53.05,66.01,444.1,0,0,0,2021-10
lahore,20.89,34.38,77.76,484.3,0,0,0,2021-12
lahore,19.37666666666667,123.19999999999999,59.48666666666667,461.43333333333334,0,0,0,2022-01
lahore,32.75,277.77,66.21333333333334,455.72666666666663,0,0,0,2022-05
lahore,35.89,87.27,64.26,457.81,0,0,0,2022-06
lahore,32.305,60.21,67.5,451.44,0,1,0,2022-08
lahore,31.643333333333334,112.46000000000001,64.07666666666667,467.6166666666666,0,0,0,2022-09
lahore,24.955,23.84,70.695,450.575,0,0,0,2022-10
lahore,22.383333333333336,77.57,63.73666666666666,453.7966666666667,0,0,0,2022-11
lahore,19.175,107.8,68.27,454.445,0,0,0,2022-12
lahore,24.095,87.76,63.345,468.79999999999995,0,0,0,2023-01
lahore,30.901999999999997,368.72,67.96000000000001,452.038,0,0,0,2023-04
lahore,34.59,249.39,67.07,469.555,0,0,0,2023-06
lahore,37.96333333333333,182.48000000000002,64.33333333333333,455.04,0,0,0,2023-07
lahore,30.99,53.96,69.65,462.88,0,0,0,2023-08
lahore,25.473333333333333,136.81,66.04666666666667,457.47166666666664,0,0,0,2023-10
lahore,17.42,20.37,65.42,455.61,0,0,0,2023-11
lahore,18.25,49.949999999999996,61.72,454.025,0,0,0,2023-12
lahore,21.54,123.34,64.55,475.945,0,0,0,2024-01
lahore,21.01,82.85,67.31,476.38,0,0,0,2024-02
lahore,27.47,154.57999999999998,68.44,470.04499999999996,0,0,0,2024-03
lahore,32.75333333333334,181.94,67.77,474.0933333333333,0,0,0,2024-04
lahore,32.32333333333333,240.53,61.893333333333324,464.0933333333333,0,0,0,2024-05
lahore,34.98,199.75,64.05333333333334,464.92333333333335,0,0,0,2024-06
lahore,37.95,63.35,64.82,446.88,0,0,0,2024-07
lahore,37.18,131.94,59.54,455.17999999999995,0,0,0,2024-08
lahore,30.060000000000002,77.65,60.525,466.355,0,0,0,2024-09
lahore,21.58,63.21,63.53,453.34,0,0,0,2024-10
lahore,21.63,16.38,64.52333333333333,460.42333333333335,0,0,0,2024-11
lahore,22.035,31.42,73.97999999999999,462.68,0,0,0,2024-12
lahore,21.63,126.87,58.864999999999995,458.58000000000004,0,0,0,2025-02
lahore,32.075,145.49,62.94,466.4,0,0,0,2025-03
lahore,31.425000000000004,231.75,58.105000000000004,458.625,0,0,0,2025-04
lahore,41.32,104.37,67.9,455.68,0,0,0,2025-05
lahore,36.1,64.53,68.77,472.15,0,0,0,2025-06
lahore,29.59,108.75,69.78,467.06,0,0,0,2025-07
lahore,33.87,126.93,61.085,473.845,0,0,0,2025-08
lahore,30.195,35.64,59.8,472.32500000000005,0,0,0,2025-10
london,7.4075,300.17,77.25999999999999,396.2475,0,0,0,2015-11
london,8.684999999999999,205.57,70.61500000000001,382.69,0,0,0,2015-12
london,3.8,282.95,73.99000000000001,394.51,0,0,0,2016-01
london,13.96,205.1,79.21,402.38,1,0,0,2016-04
london,22.56,802.65,78.5025,394.545,1,0,0,2016-06
london,18.75,540.94,74.18666666666667,390.5566666666667,1,0,0,2016-07
london,13.67,750.67,75.23333333333333,402.33666666666664,1,0,0,2016-08
london,12.809999999999999,481.01,73.46799999999999,394.66400000000004,0,0,0,2016-09
london,11.06,67.77,66.51,371.5,0,0,0,2016-10
london,8.7,155.17000000000002,78.265,380.515,0,0,0,2016-11
london,-0.88,102.13,79.18,379.67,0,0,0,2016-12
london,8.24,290.59,73.945,393.4,0,0,0,2017-01
london,8.32,109.81,77.2,374.38,0,0,0,2017-02
london,14.01,188.51,81.66,386.76,1,0,0,2017-04
london,16.61,665.56,75.72666666666667,402.4866666666667,1,0,0,2017-05
london,20.2425,680.14,74.8725,393.2825,1,0,0,2017-07
london,19.2,293.98,77.81,390.415,1,0,0,2017-08
london,9.7,83.43,69.32,392.96,0,0,0,2017-09
london,6.026666666666666,280.53,79.99666666666667,395.6166666666666,0,0,0,2017-10
london,8.31,111.98,76.06,401.03,0,0,0,2017-11
london,2.3649999999999998,193.04,74.055,405.48,0,0,0,2017-12
london,5.51,178.63,68.43,390.26,0,0,0,2018-02
london,11.195,442.41999999999996,79.3,393.58000000000004,1,0,0,2018-03
london,14.926666666666668,694.89,76.40333333333332,383.97333333333336,1,0,0,2018-04
london,18.166666666666668,616.53,73.47333333333334,406.24666666666667,1,0,0,2018-06
london,18.229999999999997,354.11,77.215,395.395,1,0,0,2018-07
london,15.926666666666668,258.93,74.64,399.1933333333333,0,0,0,2018-09
london,12.06,100.62,64.9,400.7,0,0,0,2018-10
london,1.315,96.6,80.865,404.815,0,0,0,2018-11
london,8.81,67.06,73.52,404.67,0,0,0,2018-12
london,2.075,227.01,70.47,407.81500000000005,0,0,0,2019-01
london,10.7225,673.53,69.6175,401.9875,1,0,1,2019-02
london,14.86,185.8,73.08,377.97,1,0,0,2019-04
london,17.810000000000002,459.16999999999996,68.345,401.635,1,0,0,2019-05
london,17.98,200.4,72.84,371.83,1,0,0,2019-06
london,17.61,126.09,79.66,409.7,0,0,0,2019-08
london,11.64,184.48000000000002,75.29499999999999,386.015,0,0,0,2019-09
london,11.9,122.77000000000001,75.87,409.65,0,0,0,2019-10
london,5.98,171.36,81.035,396.145,0,0,0,2019-11
london,3.915,230.51,69.515,402.91499999999996,0,0,0,2019-12
london,4.37,168.77,79.14,404.08,0,0,0,2020-01
london,10.520000000000001,613.35,70.63333333333334,404.62999999999994,1,0,0,2020-03
london,19.766666666666666,741.4,70.58,410.66333333333336,1,0,0,2020-05
london,20.646666666666665,635.9399999999999,75.84333333333333,400.2,1,0,0,2020-06
london,12.715,291.68,75.22,398.265,0,0,0,2020-08
london,15.3525,346.32,77.1925,405.7525,0,0,0,2020-09
london,9.615,171.49,73.115,408.515,0,0,0,2020-10
london,8.78,74.55,69.88,405.09,0,0,0,2020-11
london,2.3699999999999997,261.7,73.35333333333334,409.90333333333336,0,0,0,2020-12
london,8.926666666666666,431.13,73.0,418.1233333333333,0,0,0,2021-01
london,10.0625,598.44,76.255,409.2125,0,0,0,2021-02
london,6.49,195.46,80.49,410.81,1,0,0,2021-03
london,20.63,485.15,75.455,395.905,1,0,0,2021-04
london,18.94,218.88,75.35,416.62,1,0,0,2021-05
london,17.744999999999997,647.1500000000001,74.4725,403.4675,1,0,0,2021-07
london,14.625,197.93,76.015,400.80499999999995,0,0,0,2021-08
london,11.82,74.77,71.6,408.39,0,0,0,2021-10
london,4.425,185.9,73.7,406.105,0,0,0,2021-11
london,6.156666666666666,300.1,77.3,398.3766666666667,0,0,0,2021-12
london,-0.26,226.24,80.255,401.755,0,0,0,2022-01
london,8.0,732.11,75.385,399.945,1,0,0,2022-02
london,12.885,393.86,73.205,418.40999999999997,1,0,0,2022-03
london,19.825,436.02,78.15,405.96000000000004,1,0,0,2022-05
london,20.725,311.48,77.405,402.07500000000005,0,0,0,2022-07
london,16.475,283.37,71.79499999999999,406.45000000000005,0,0,0,2022-08
london,15.6,176.14,76.485,419.895,0,0,0,2022-09
london,9.81,238.1,76.66000000000001,399.90333333333336,0,0,0,2022-10
london,6.39,85.94,77.64,392.15,0,0,0,2022-11
london,8.6,110.04,77.68,410.53,0,0,0,2022-12
london,3.025,264.64,73.55000000000001,402.57,0,0,0,2023-01
london,7.050000000000001,351.76,71.96000000000001,412.78999999999996,0,0,0,2023-02
london,8.305,388.89,74.93,418.065,1,0,0,2023-03
london,15.49,432.3,76.765,408.475,1,0,0,2023-04
london,15.66,220.72,73.2,415.11,1,0,0,2023-05
london,20.86,427.95,76.295,418.225,1,0,0,2023-06
london,19.59,590.88,78.45333333333333,413.9466666666667,1,0,0,2023-07
london,19.04,239.4,76.515,417.115,0,0,0,2023-08
london,16.036666666666665,252.45,83.07666666666667,417.6433333333334,0,0,0,2023-09
london,9.27,116.93,80.52,404.87,0,0,0,2023-10
london,5.83,74.36,78.92,394.52,0,0,0,2023-12
london,8.48,369.82,76.44999999999999,417.745,1,0,0,2024-02
london,13.746666666666668,604.17,71.69,420.50666666666666,1,0,0,2024-03
london,14.47,211.24,71.63,405.7,1,0,0,2024-04
london,20.563333333333333,482.16999999999996,77.91666666666667,416.23333333333335,1,1,0,2024-05
london,18.33,209.79,76.34,417.49,1,0,0,2024-06
london,23.66,305.5,82.285,403.985,0,0,0,2024-07
london,18.1,141.98,74.75,393.36,0,0,0,2024-08
london,15.02,129.91,75.16499999999999,419.81,0,0,0,2024-09
london,7.343333333333334,281.55,78.22666666666667,417.39000000000004,0,0,0,2024-11
london,6.13,300.86,75.96666666666665,417.02,0,0,0,2024-12
london,8.09,110.9,75.35,418.59,0,0,0,2025-01
london,14.07,174.56,75.92,405.19,0,0,0,2025-04
london,19.9,420.61,77.91,406.81,1,0,0,2025-05
london,18.633333333333333,648.39,75.22666666666667,412.10666666666674,1,0,0,2025-06
london,17.29,105.44,77.71,419.21,0,0,0,2025-08
manchester,-3.14,203.45,77.38,392.63,0,0,0,2015-11
manchester,3.88,194.25,79.775,388.74,0,0,0,2015-12
manchester,1.91,151.86,73.76,390.82,0,0,0,2016-01
manchester,4.84,170.94,85.89,392.38,0,0,0,2016-02
manchester,16.66,257.74,77.97,398.56,1,0,0,2016-04
manchester,14.71,1052.18,81.015,390.8975,1,0,0,2016-05
manchester,19.46,220.46,81.9,400.93,1,0,0,2016-06
manchester,16.155,370.7,77.82,388.89,1,0,0,2016-07
manchester,14.92,232.54,82.83500000000001,386.45,0,0,0,2016-08
manchester,4.906666666666666,305.35,77.75,388.1233333333333,0,0,0,2016-10
manchester,4.266666666666667,235.31,79.61,392.45666666666665,0,0,0,2016-11
